player_id,positive_drivers,negative_drivers
540941,league context (+0.392); age (+0.390); league minutes (+0.265); assists per 90 (+0.122); position: Midfield (+0.106),gap since last season (-0.169); minutes last season (-0.094); 3-season average minutes (-0.052); height (-0.052); minutes consistency (-0.044)
541231,age (+0.549); league context (+0.431); league minutes (+0.211); minutes last season (+0.177); height (+0.104),goal contributions per 90 (-0.197); goals per 90 (-0.093); club squad rotation (-0.060); 3-season average minutes (-0.058); position: Midfield (-0.033)
541555,age (+0.481); league minutes (+0.432); club squad rotation (+0.168); league context (+0.161); minutes per appearance (+0.141),goal contributions per 90 (-0.228); minutes last season (-0.115); 3-season average minutes (-0.073); assists per 90 (-0.046); disciplinary record (-0.026)
543499,league context (+0.437); age (+0.405); league minutes (+0.228); minutes last season (+0.144); contributions/90 last season (+0.037),3-season average minutes (-0.069); position: Defender (-0.050); position: Midfield (-0.045); goal contributions per 90 (-0.035); height (-0.034)
543666,age (+0.535); league minutes (+0.233); minutes last season (+0.197); minutes per appearance (+0.088); disciplinary record (+0.048),club squad rotation (-0.232); goal contributions per 90 (-0.213); goals per 90 (-0.120); 3-season average minutes (-0.060); league context (-0.042)
543727,age (+0.502); league minutes (+0.083); height (+0.067); position: Defender (+0.024); gap since last season (+0.013),goal contributions per 90 (-0.267); club squad rotation (-0.241); minutes last season (-0.164); league context (-0.143); goals per 90 (-0.098)
543771,age (+0.624); position: Midfield (+0.105); club squad rotation (+0.080); goal contributions per 90 (+0.072); league context (+0.072),league minutes (-0.410); gap since last season (-0.227); minutes per appearance (-0.174); 3-season average minutes (-0.073); assists/90 last season (-0.027)
545647,age (+0.209); assists per 90 (+0.080); position: Defender (+0.053); height (+0.051); disciplinary record (+0.043),league minutes (-0.131); minutes last season (-0.118); club squad rotation (-0.088); 3-season average minutes (-0.072); goals per 90 (-0.063)
546213,age (+0.385); 3-season average minutes (+0.200); minutes last season (+0.180); seasons of top-5 history (+0.167); league minutes (+0.134),league context (-0.233); goal contributions per 90 (-0.188); disciplinary record (-0.029); appearances (-0.024); position: Midfield (-0.024)
546543,goal contributions per 90 (+0.515); league context (+0.336); age (+0.288); contributions/90 last season (+0.258); 3-season average output (+0.183),league minutes (-0.258); minutes per appearance (-0.194); disciplinary record (-0.091); position: Defender (-0.040); position: Midfield (-0.033)
546926,league minutes (+0.507); age (+0.319); height (+0.084); minutes per appearance (+0.080); appearances (+0.041),goal contributions per 90 (-0.224); club squad rotation (-0.152); minutes last season (-0.103); league context (-0.073); 3-season average minutes (-0.069)
547985,age (+0.464); 3-season average minutes (+0.171); seasons of top-5 history (+0.114); goals per 90 (+0.066); position: Defender (+0.057),league minutes (-0.259); club squad rotation (-0.208); minutes per appearance (-0.164); league context (-0.096); height (-0.039)
548111,age (+0.516); goal contributions per 90 (+0.426); league minutes (+0.192); assists/90 last season (+0.174); minutes last season (+0.145),club squad rotation (-0.112); position: Midfield (-0.058); position: Defender (-0.057); seasons of top-5 history (-0.038); disciplinary record (-0.011)
550106,age (+0.554); minutes last season (+0.090); goals per 90 (+0.053); assists/90 last season (+0.023); goals/90 last season (+0.023),league minutes (-0.252); club squad rotation (-0.179); minutes per appearance (-0.136); goal contributions per 90 (-0.091); league context (-0.068)
550108,age (+0.491); position: Midfield (+0.149); assists per 90 (+0.022); goals per 90 (+0.022); gap since last season (+0.015),league minutes (-0.414); minutes per appearance (-0.162); minutes last season (-0.115); 3-season average minutes (-0.069); seasons of top-5 history (-0.037)
550550,goal contributions per 90 (+1.362); age (+0.348); contributions/90 last season (+0.224); goals per 90 (+0.139); assists per 90 (+0.086),league minutes (-0.372); minutes per appearance (-0.205); league context (-0.201); 3-season average minutes (-0.047); minutes last season (-0.040)
550580,goal contributions per 90 (+0.548); age (+0.259); goals per 90 (+0.092); league minutes (+0.066); minutes consistency (+0.018),league context (-0.188); minutes per appearance (-0.137); minutes last season (-0.072); 3-season average minutes (-0.054); contributions/90 last season (-0.038)
551505,minutes last season (+0.070); goals per 90 (+0.033); assists/90 last season (+0.027); gap since last season (+0.023); minutes consistency (+0.020),league context (-0.261); minutes per appearance (-0.123); 3-season average minutes (-0.066); seasons of top-5 history (-0.059); position: Defender (-0.054)
552057,age (+0.649); goal contributions per 90 (+0.522); goals per 90 (+0.076); assists/90 last season (+0.046); contributions/90 last season (+0.040),league context (-0.153); club squad rotation (-0.130); gap since last season (-0.100); 3-season average minutes (-0.054); minutes last season (-0.048)
552223,age (+0.471); minutes per appearance (+0.095); height (+0.047); disciplinary record (+0.038); gap since last season (+0.013),league minutes (-0.314); goal contributions per 90 (-0.270); club squad rotation (-0.193); minutes last season (-0.138); goals per 90 (-0.121)
552425,seasons of top-5 history (+0.246); age (+0.189); 3-season average minutes (+0.169); league minutes (+0.128); league context (+0.110),goal contributions per 90 (-0.172); minutes per appearance (-0.072); assists per 90 (-0.059); height (-0.057); goals per 90 (-0.055)
553875,league context (+0.439); age (+0.371); league minutes (+0.183); 3-season average minutes (+0.129); minutes last season (+0.123),minutes consistency (-0.127); club squad rotation (-0.093); position: Midfield (-0.019); appearances (-0.011); disciplinary record (-0.006)
554903,goal contributions per 90 (+1.286); age (+0.220); league minutes (+0.192); goals per 90 (+0.157); assists per 90 (+0.106),club squad rotation (-0.153); minutes per appearance (-0.152); league context (-0.059); 3-season average minutes (-0.034); position: Midfield (-0.033)
555500,age (+0.395); club squad rotation (+0.150); height (+0.101); league context (+0.074); position: Defender (+0.043),league minutes (-0.305); goal contributions per 90 (-0.227); 3-season average minutes (-0.084); assists per 90 (-0.059); position: Midfield (-0.047)
555820,position: Midfield (+0.114); age (+0.112); minutes last season (+0.034); goals per 90 (+0.023); minutes consistency (+0.020),league minutes (-0.228); club squad rotation (-0.190); goal contributions per 90 (-0.139); minutes per appearance (-0.105); league context (-0.094)
556385,age (+0.695); league context (+0.373); minutes last season (+0.178); 3-season average minutes (+0.139); league minutes (+0.090),goal contributions per 90 (-0.185); club squad rotation (-0.111); goals per 90 (-0.101); assists per 90 (-0.026); position: Midfield (-0.017)
557149,age (+0.451); goal contributions per 90 (+0.421); seasons of top-5 history (+0.154); assists per 90 (+0.118); 3-season average minutes (+0.068),league context (-0.244); minutes per appearance (-0.127); league minutes (-0.038); contributions/90 last season (-0.034); minutes consistency (-0.029)
557459,age (+0.548); league context (+0.419); 3-season average minutes (+0.232); minutes last season (+0.188); height (+0.074),league minutes (-0.342); club squad rotation (-0.125); goals per 90 (-0.099); goal contributions per 90 (-0.063); seasons of top-5 history (-0.037)
557613,age (+0.636); minutes last season (+0.139); 3-season average minutes (+0.117); position: Defender (+0.062); seasons of top-5 history (+0.061),league context (-0.212); league minutes (-0.110); minutes per appearance (-0.072); position: Midfield (-0.027); club squad rotation (-0.027)
559328,age (+0.672); goal contributions per 90 (+0.512); league minutes (+0.174); minutes last season (+0.123); minutes per appearance (+0.113),league context (-0.314); position: Midfield (-0.048); 3-season average minutes (-0.047); position: Defender (-0.023); seasons of top-5 history (-0.021)
559794,league context (+0.490); age (+0.253); goal contributions per 90 (+0.066); assists per 90 (+0.056); gap since last season (+0.020),league minutes (-0.341); minutes per appearance (-0.175); club squad rotation (-0.150); minutes last season (-0.100); goals per 90 (-0.089)
559979,league minutes (+0.192); age (+0.159); minutes last season (+0.153); minutes per appearance (+0.098); league context (+0.060),goal contributions per 90 (-0.239); club squad rotation (-0.138); 3-season average minutes (-0.096); disciplinary record (-0.087); goals per 90 (-0.082)
560483,position: Midfield (+0.094); height (+0.065); club squad rotation (+0.063); age (+0.051); goals per 90 (+0.047),gap since last season (-0.325); league minutes (-0.307); minutes per appearance (-0.173); disciplinary record (-0.116); 3-season average minutes (-0.076)
560593,age (+0.301); seasons of top-5 history (+0.250); league minutes (+0.154); position: Midfield (+0.081); minutes per appearance (+0.076),league context (-0.273); height (-0.029); goal contributions per 90 (-0.028); assists/90 last season (-0.017); position: Defender (-0.014)
561613,league minutes (+0.514); age (+0.383); height (+0.149); league context (+0.089); minutes per appearance (+0.086),goal contributions per 90 (-0.178); minutes last season (-0.133); 3-season average minutes (-0.072); goals per 90 (-0.048); seasons of top-5 history (-0.044)
563137,age (+0.607); minutes last season (+0.180); goals/90 last season (+0.032); gap since last season (+0.016); minutes consistency (+0.011),league minutes (-0.264); goal contributions per 90 (-0.203); minutes per appearance (-0.096); height (-0.093); 3-season average minutes (-0.083)
563963,seasons of top-5 history (+0.356); age (+0.271); 3-season average minutes (+0.174); position: Defender (+0.058); height (+0.040),league context (-0.291); league minutes (-0.255); goal contributions per 90 (-0.180); minutes consistency (-0.091); minutes per appearance (-0.051)
564305,age (+0.293); league minutes (+0.163); position: Midfield (+0.124); minutes consistency (+0.023); gap since last season (+0.019),goal contributions per 90 (-0.192); minutes last season (-0.129); 3-season average minutes (-0.073); club squad rotation (-0.063); minutes per appearance (-0.039)
564529,age (+0.699); league context (+0.418); league minutes (+0.203); minutes last season (+0.156); disciplinary record (+0.074),goal contributions per 90 (-0.239); club squad rotation (-0.154); goals per 90 (-0.135); height (-0.091); 3-season average minutes (-0.049)
564545,age (+0.268); seasons of top-5 history (+0.173); minutes last season (+0.161); league minutes (+0.141); 3-season average minutes (+0.134),goal contributions per 90 (-0.220); league context (-0.151); goals per 90 (-0.096); position: Midfield (-0.034); goals/90 last season (-0.024)
565093,age (+0.548); league minutes (+0.442); league context (+0.385); height (+0.124); minutes per appearance (+0.081),goal contributions per 90 (-0.186); club squad rotation (-0.096); goals per 90 (-0.066); 3-season average minutes (-0.056); position: Midfield (-0.039)
565821,goal contributions per 90 (+1.369); age (+0.424); goals per 90 (+0.210); minutes per appearance (+0.120); disciplinary record (+0.051),league minutes (-0.380); league context (-0.230); minutes last season (-0.104); contributions/90 last season (-0.045); 3-season average minutes (-0.045)
566574,minutes last season (+0.163); minutes per appearance (+0.078); position: Midfield (+0.077); change in goals/90 (+0.037); minutes consistency (+0.030),club squad rotation (-0.347); height (-0.133); goal contributions per 90 (-0.115); league context (-0.084); goals per 90 (-0.078)
566615,age (+0.540); league minutes (+0.212); position: Midfield (+0.099); goals per 90 (+0.038); disciplinary record (+0.016),club squad rotation (-0.159); minutes last season (-0.145); goal contributions per 90 (-0.106); 3-season average minutes (-0.064); league context (-0.061)
566723,goal contributions per 90 (+1.251); age (+0.498); contributions/90 last season (+0.202); 3-season average output (+0.169); assists per 90 (+0.148),league context (-0.179); minutes per appearance (-0.079); minutes last season (-0.059); position: Defender (-0.049); minutes consistency (-0.042)
566931,goal contributions per 90 (+0.741); age (+0.660); contributions/90 last season (+0.144); assists/90 last season (+0.139); league minutes (+0.138),league context (-0.120); height (-0.051); 3-season average minutes (-0.043); club squad rotation (-0.024); 3-season average output (-0.023)
567576,age (+0.575); league context (+0.371); league minutes (+0.253); position: Midfield (+0.117); club squad rotation (+0.082),minutes last season (-0.134); 3-season average minutes (-0.060); height (-0.058); change in minutes (-0.039); goal contributions per 90 (-0.016)
568157,age (+0.799); goal contributions per 90 (+0.323); assists per 90 (+0.122); minutes last season (+0.106); league context (+0.100),gap since last season (-0.131); minutes per appearance (-0.123); club squad rotation (-0.075); position: Defender (-0.057); disciplinary record (-0.053)
568158,age (+0.683); minutes last season (+0.227); league minutes (+0.111); league context (+0.028); position: Defender (+0.021),goal contributions per 90 (-0.204); club squad rotation (-0.140); goals per 90 (-0.070); 3-season average minutes (-0.060); height (-0.059)
568177,goal contributions per 90 (+0.657); age (+0.494); league context (+0.331); contributions/90 last season (+0.247); league minutes (+0.247),3-season average minutes (-0.052); club squad rotation (-0.031); height (-0.031); 3-season average output (-0.019); seasons of top-5 history (-0.016)
568333,age (+0.472); position: Defender (+0.045); goals per 90 (+0.034); gap since last season (+0.012); height (+0.010),league minutes (-0.364); minutes per appearance (-0.138); minutes last season (-0.127); 3-season average minutes (-0.083); goal contributions per 90 (-0.049)
568559,age (+0.596); league context (+0.455); minutes last season (+0.212); height (+0.111); disciplinary record (+0.043),league minutes (-0.303); goal contributions per 90 (-0.190); club squad rotation (-0.118); goals per 90 (-0.081); minutes consistency (-0.050)
568617,age (+0.478); minutes per appearance (+0.114); height (+0.065); disciplinary record (+0.013); gap since last season (+0.012),league minutes (-0.409); goal contributions per 90 (-0.281); club squad rotation (-0.163); minutes last season (-0.150); goals per 90 (-0.114)
568693,age (+0.721); league context (+0.390); minutes last season (+0.140); league minutes (+0.082); position: Midfield (+0.076),club squad rotation (-0.098); minutes per appearance (-0.088); height (-0.031); disciplinary record (-0.022); goal contributions per 90 (-0.021)
568698,age (+0.261); goal contributions per 90 (+0.154); league minutes (+0.074); disciplinary record (+0.051); goals per 90 (+0.039),league context (-0.316); minutes last season (-0.141); minutes per appearance (-0.081); 3-season average minutes (-0.054); position: Midfield (-0.043)
569140,goal contributions per 90 (+0.526); age (+0.303); league minutes (+0.175); assists per 90 (+0.114); minutes consistency (+0.015),league context (-0.214); gap since last season (-0.157); minutes per appearance (-0.107); position: Midfield (-0.068); position: Defender (-0.055)
569366,age (+0.618); goal contributions per 90 (+0.443); minutes last season (+0.141); assists/90 last season (+0.123); position: Midfield (+0.088),league context (-0.131); minutes per appearance (-0.077); 3-season average minutes (-0.056); seasons of top-5 history (-0.026); 3-season average output (-0.024)
569383,age (+0.585); league minutes (+0.195); minutes per appearance (+0.130); height (+0.111); position: Defender (+0.038),goal contributions per 90 (-0.210); league context (-0.076); 3-season average minutes (-0.056); position: Midfield (-0.046); club squad rotation (-0.042)
569384,age (+0.558); position: Midfield (+0.139); league minutes (+0.126); appearances (+0.016); goals per 90 (+0.014),club squad rotation (-0.200); minutes last season (-0.118); gap since last season (-0.101); goal contributions per 90 (-0.087); minutes per appearance (-0.087)
569387,age (+0.405); 3-season average minutes (+0.232); minutes last season (+0.211); disciplinary record (+0.058); goals/90 last season (+0.039),club squad rotation (-0.209); league context (-0.192); league minutes (-0.185); minutes per appearance (-0.083); height (-0.060)
569389,goal contributions per 90 (+0.938); age (+0.364); assists per 90 (+0.138); 3-season average minutes (+0.087); goals per 90 (+0.081),league minutes (-0.320); minutes per appearance (-0.269); league context (-0.166); gap since last season (-0.154); position: Defender (-0.049)
569598,seasons of top-5 history (+0.309); age (+0.279); 3-season average minutes (+0.205); league minutes (+0.138); minutes last season (+0.114),club squad rotation (-0.157); league context (-0.048); goal contributions per 90 (-0.045); height (-0.033); minutes consistency (-0.021)
571020,goal contributions per 90 (+0.877); age (+0.415); seasons of top-5 history (+0.169); goals per 90 (+0.117); league context (+0.111),minutes per appearance (-0.131); league minutes (-0.061); club squad rotation (-0.058); contributions/90 last season (-0.026); assists per 90 (-0.025)
571607,age (+0.725); goal contributions per 90 (+0.089); position: Midfield (+0.089); goals per 90 (+0.063); assists per 90 (+0.025),club squad rotation (-0.131); minutes last season (-0.107); minutes per appearance (-0.094); 3-season average minutes (-0.048); height (-0.047)
572265,goal contributions per 90 (+0.456); age (+0.378); league minutes (+0.185); height (+0.147); minutes last season (+0.141),club squad rotation (-0.142); position: Midfield (-0.057); 3-season average minutes (-0.055); seasons of top-5 history (-0.031); assists per 90 (-0.021)
572326,age (+0.468); seasons of top-5 history (+0.095); height (+0.080); position: Defender (+0.035); goals/90 last season (+0.034),league context (-0.238); goal contributions per 90 (-0.220); league minutes (-0.212); goals per 90 (-0.079); 3-season average minutes (-0.066)
573775,goal contributions per 90 (+0.382); age (+0.331); league minutes (+0.147); minutes last season (+0.123); goals per 90 (+0.088),club squad rotation (-0.118); minutes consistency (-0.080); position: Defender (-0.052); height (-0.042); position: Midfield (-0.035)
574671,age (+0.289); height (+0.075); goals per 90 (+0.043); position: Defender (+0.038); minutes per appearance (+0.034),club squad rotation (-0.216); minutes last season (-0.152); league context (-0.136); league minutes (-0.095); goal contributions per 90 (-0.091)
575998,seasons of top-5 history (+0.236); age (+0.229); minutes last season (+0.115); minutes per appearance (+0.072); league minutes (+0.070),league context (-0.235); goal contributions per 90 (-0.223); goals per 90 (-0.086); minutes consistency (-0.084); club squad rotation (-0.046)
576024,goal contributions per 90 (+0.625); age (+0.341); league minutes (+0.178); club squad rotation (+0.169); assists/90 last season (+0.111),minutes consistency (-0.113); minutes per appearance (-0.081); position: Midfield (-0.053); position: Defender (-0.048); seasons of top-5 history (-0.016)
576028,goal contributions per 90 (+0.529); age (+0.315); assists per 90 (+0.168); height (+0.020); gap since last season (+0.017),league minutes (-0.402); league context (-0.227); minutes per appearance (-0.124); minutes last season (-0.096); 3-season average minutes (-0.064)
576314,league context (+0.424); age (+0.382); league minutes (+0.353); minutes last season (+0.110); height (+0.108),goal contributions per 90 (-0.189); club squad rotation (-0.135); 3-season average minutes (-0.060); goals per 90 (-0.056); position: Midfield (-0.049)
578391,age (+0.546); league context (+0.347); league minutes (+0.267); seasons of top-5 history (+0.177); minutes per appearance (+0.143),club squad rotation (-0.059); height (-0.056); disciplinary record (-0.021); assists/90 last season (-0.020); minutes consistency (-0.019)
578392,goal contributions per 90 (+0.947); age (+0.615); contributions/90 last season (+0.163); minutes last season (+0.131); assists per 90 (+0.075),league context (-0.169); minutes per appearance (-0.144); league minutes (-0.129); height (-0.042); 3-season average minutes (-0.041)
578539,league context (+0.508); age (+0.373); minutes last season (+0.135); height (+0.106); league minutes (+0.080),goal contributions per 90 (-0.216); 3-season average minutes (-0.066); club squad rotation (-0.065); position: Midfield (-0.049); minutes consistency (-0.030)
579928,age (+0.529); goal contributions per 90 (+0.178); league minutes (+0.161); disciplinary record (+0.062); goals per 90 (+0.059),league context (-0.289); minutes last season (-0.143); 3-season average minutes (-0.051); position: Defender (-0.050); position: Midfield (-0.040)
580195,goal contributions per 90 (+0.864); age (+0.634); 3-season average output (+0.195); contributions/90 last season (+0.161); 3-season average minutes (+0.076),league context (-0.121); height (-0.037); minutes consistency (-0.019); position: Defender (-0.016); change in goals/90 (-0.003)
580657,age (+0.297); goal contributions per 90 (+0.117); assists per 90 (+0.069); disciplinary record (+0.039); goals per 90 (+0.028),league context (-0.351); minutes per appearance (-0.219); league minutes (-0.184); minutes last season (-0.124); 3-season average minutes (-0.062)
581357,age (+0.273); league minutes (+0.231); position: Midfield (+0.197); height (+0.182); minutes last season (+0.102),league context (-0.173); 3-season average minutes (-0.072); goal contributions per 90 (-0.043); appearances (-0.041); seasons of top-5 history (-0.024)
581678,age (+0.551); goal contributions per 90 (+0.476); 3-season average minutes (+0.182); league context (+0.165); contributions/90 last season (+0.162),position: Defender (-0.013); disciplinary record (-0.006); appearances (-0.005); change in assists/90 (-0.005)
583189,age (+0.641); goal contributions per 90 (+0.405); league context (+0.301); league minutes (+0.165); assists/90 last season (+0.133),minutes per appearance (-0.077); minutes consistency (-0.064); position: Defender (-0.050); position: Midfield (-0.041); height (-0.039)
583255,league context (+0.429); age (+0.347); league minutes (+0.334); goal contributions per 90 (+0.258); minutes per appearance (+0.173),3-season average minutes (-0.064); club squad rotation (-0.054); position: Midfield (-0.034); seasons of top-5 history (-0.033); 3-season average output (-0.024)
583404,age (+0.290); position: Defender (+0.024); gap since last season (+0.019); minutes last season (+0.016); minutes consistency (+0.014),league minutes (-0.298); goal contributions per 90 (-0.263); club squad rotation (-0.203); league context (-0.110); minutes per appearance (-0.098)
583699,goal contributions per 90 (+0.669); age (+0.262); goals per 90 (+0.103); height (+0.042); minutes consistency (+0.018),league minutes (-0.413); minutes per appearance (-0.147); league context (-0.141); minutes last season (-0.064); 3-season average minutes (-0.061)
584769,goal contributions per 90 (+0.512); league context (+0.322); age (+0.292); seasons of top-5 history (+0.148); assists per 90 (+0.145),league minutes (-0.253); minutes per appearance (-0.101); position: Defender (-0.044); position: Midfield (-0.040); contributions/90 last season (-0.038)
585700,age (+0.284); league minutes (+0.167); league context (+0.109); club squad rotation (+0.109); goal contributions per 90 (+0.052),minutes last season (-0.142); minutes per appearance (-0.138); 3-season average minutes (-0.057); height (-0.055); position: Midfield (-0.053)
585949,age (+0.473); 3-season average minutes (+0.201); minutes last season (+0.152); league minutes (+0.134); position: Defender (+0.029),goal contributions per 90 (-0.249); gap since last season (-0.228); club squad rotation (-0.099); seasons of top-5 history (-0.053); height (-0.047)
585959,goal contributions per 90 (+0.629); age (+0.570); seasons of top-5 history (+0.240); league minutes (+0.170); minutes last season (+0.120),league context (-0.140); position: Defender (-0.038); height (-0.032); position: Midfield (-0.030); assists per 90 (-0.008)
585973,age (+0.795); minutes last season (+0.149); league minutes (+0.117); position: Midfield (+0.081); goals per 90 (+0.021),league context (-0.259); gap since last season (-0.125); goal contributions per 90 (-0.111); height (-0.061); 3-season average minutes (-0.054)
585982,age (+0.248); 3-season average minutes (+0.179); club squad rotation (+0.145); position: Defender (+0.097); league context (+0.094),minutes per appearance (-0.150); minutes consistency (-0.102); seasons of top-5 history (-0.036); height (-0.033); position: Midfield (-0.026)
586853,age (+0.274); goal contributions per 90 (+0.148); assists per 90 (+0.076); goals per 90 (+0.065); contributions/90 last season (+0.064),league minutes (-0.227); minutes per appearance (-0.145); club squad rotation (-0.134); minutes last season (-0.064); 3-season average minutes (-0.063)
588426,league minutes (+0.386); age (+0.170); minutes per appearance (+0.118); minutes last season (+0.106); goals per 90 (+0.052),goal contributions per 90 (-0.234); club squad rotation (-0.194); 3-season average minutes (-0.096); league context (-0.090); seasons of top-5 history (-0.044)
591916,age (+0.301); minutes last season (+0.158); position: Defender (+0.049); goals per 90 (+0.041); minutes per appearance (+0.028),club squad rotation (-0.159); goal contributions per 90 (-0.132); league minutes (-0.087); 3-season average minutes (-0.084); seasons of top-5 history (-0.046)
592534,age (+0.276); league minutes (+0.176); position: Midfield (+0.102); club squad rotation (+0.025); gap since last season (+0.019),goal contributions per 90 (-0.230); league context (-0.169); minutes last season (-0.149); goals per 90 (-0.082); appearances (-0.059)
592975,age (+0.138); position: Defender (+0.032); minutes consistency (+0.021); gap since last season (+0.017); change in minutes (+0.004),league minutes (-0.344); club squad rotation (-0.242); league context (-0.135); goal contributions per 90 (-0.120); goals per 90 (-0.105)
592979,age (+0.300); league minutes (+0.287); minutes per appearance (+0.100); minutes last season (+0.095); position: Midfield (+0.070),league context (-0.320); gap since last season (-0.185); 3-season average minutes (-0.073); goal contributions per 90 (-0.057); seasons of top-5 history (-0.042)
595809,league context (+0.429); goal contributions per 90 (+0.219); height (+0.096); age (+0.094); goals per 90 (+0.066),minutes per appearance (-0.179); league minutes (-0.142); minutes last season (-0.076); position: Defender (-0.072); position: Midfield (-0.060)
596122,league minutes (+0.268); club squad rotation (+0.126); age (+0.084); league context (+0.083); position: Defender (+0.031),goal contributions per 90 (-0.300); minutes last season (-0.096); height (-0.080); goals per 90 (-0.073); 3-season average minutes (-0.065)
596153,goal contributions per 90 (+0.729); age (+0.340); contributions/90 last season (+0.213); assists per 90 (+0.084); club squad rotation (+0.078),league minutes (-0.362); minutes per appearance (-0.329); league context (-0.213); minutes last season (-0.117); 3-season average minutes (-0.055)
596446,league context (+0.519); age (+0.287); league minutes (+0.283); minutes per appearance (+0.124); position: Defender (+0.029),goal contributions per 90 (-0.169); club squad rotation (-0.125); minutes last season (-0.087); 3-season average minutes (-0.058); height (-0.052)
597432,age (+0.806); height (+0.041); position: Defender (+0.037); goals per 90 (+0.028); minutes consistency (+0.012),minutes last season (-0.125); minutes per appearance (-0.098); 3-season average minutes (-0.055); position: Midfield (-0.053); league context (-0.051)
597659,age (+0.561); league minutes (+0.200); minutes per appearance (+0.119); height (+0.083); goals per 90 (+0.050),league context (-0.435); minutes last season (-0.148); goal contributions per 90 (-0.111); 3-season average minutes (-0.063); position: Midfield (-0.049)
598577,goal contributions per 90 (+0.869); age (+0.678); 3-season average output (+0.158); contributions/90 last season (+0.136); minutes last season (+0.134),league context (-0.180); height (-0.030); minutes consistency (-0.027); appearances (-0.024); position: Defender (-0.013)
599419,age (+0.587); height (+0.038); position: Defender (+0.036); goals per 90 (+0.016); gap since last season (+0.011),league minutes (-0.331); goal contributions per 90 (-0.207); league context (-0.192); minutes per appearance (-0.184); minutes last season (-0.141)
600041,age (+0.292); assists per 90 (+0.073); minutes consistency (+0.016); gap since last season (+0.016); disciplinary record (+0.009),league minutes (-0.503); minutes per appearance (-0.144); minutes last season (-0.115); goals per 90 (-0.097); league context (-0.095)
601883,league context (+0.414); age (+0.207); goal contributions per 90 (+0.182); position: Defender (+0.103); assists per 90 (+0.098),gap since last season (-0.231); minutes per appearance (-0.124); league minutes (-0.081); 3-season average minutes (-0.062); position: Midfield (-0.053)
602105,age (+0.215); goal contributions per 90 (+0.142); goals per 90 (+0.050); 3-season average output (+0.039); height (+0.031),club squad rotation (-0.219); league minutes (-0.166); league context (-0.143); minutes per appearance (-0.120); position: Defender (-0.068)
602124,age (+0.579); league minutes (+0.254); position: Midfield (+0.110); height (+0.020); appearances (+0.018),goal contributions per 90 (-0.261); club squad rotation (-0.151); minutes last season (-0.130); 3-season average minutes (-0.055); assists per 90 (-0.046)
603940,age (+0.275); minutes last season (+0.043); position: Defender (+0.028); gap since last season (+0.015); minutes consistency (+0.015),league minutes (-0.397); club squad rotation (-0.314); goal contributions per 90 (-0.260); league context (-0.099); minutes per appearance (-0.098)
604320,age (+0.593); minutes per appearance (+0.048); position: Defender (+0.041); disciplinary record (+0.040); goals per 90 (+0.035),league minutes (-0.279); minutes last season (-0.122); league context (-0.121); 3-season average minutes (-0.064); height (-0.036)
605184,age (+0.422); league context (+0.411); 3-season average minutes (+0.199); seasons of top-5 history (+0.192); minutes last season (+0.136),goal contributions per 90 (-0.161); league minutes (-0.055); minutes per appearance (-0.051); goals per 90 (-0.051); 3-season average output (-0.039)
606718,league context (+0.479); age (+0.207); league minutes (+0.202); minutes last season (+0.092); height (+0.082),goal contributions per 90 (-0.211); club squad rotation (-0.151); minutes consistency (-0.114); goals per 90 (-0.103); assists per 90 (-0.050)
607034,age (+0.215); goal contributions per 90 (+0.153); minutes last season (+0.131); assists per 90 (+0.074); height (+0.045),league minutes (-0.286); league context (-0.224); minutes per appearance (-0.120); position: Midfield (-0.070); 3-season average minutes (-0.067)
607223,goal contributions per 90 (+0.926); age (+0.658); assists per 90 (+0.183); assists/90 last season (+0.103); league minutes (+0.076),league context (-0.188); minutes per appearance (-0.078); height (-0.028); seasons of top-5 history (-0.024); position: Defender (-0.020)
607854,age (+0.353); league minutes (+0.274); 3-season average minutes (+0.141); minutes last season (+0.123); position: Midfield (+0.090),club squad rotation (-0.174); minutes consistency (-0.088); height (-0.054); goal contributions per 90 (-0.049); league context (-0.024)
608832,age (+0.528); position: Midfield (+0.122); height (+0.103); appearances (+0.051); minutes last season (+0.050),league minutes (-0.416); goal contributions per 90 (-0.167); minutes per appearance (-0.159); league context (-0.157); 3-season average minutes (-0.070)
610190,age (+0.151); height (+0.076); disciplinary record (+0.038); minutes per appearance (+0.019); gap since last season (+0.018),league minutes (-0.330); goal contributions per 90 (-0.275); league context (-0.185); goals per 90 (-0.115); appearances (-0.111)
610442,age (+0.798); league context (+0.404); minutes last season (+0.201); league minutes (+0.101); height (+0.087),club squad rotation (-0.104); minutes per appearance (-0.078); position: Defender (-0.059); position: Midfield (-0.055); goal contributions per 90 (-0.052)
610849,age (+0.589); league context (+0.406); goal contributions per 90 (+0.243); league minutes (+0.203); goals per 90 (+0.083),minutes last season (-0.117); club squad rotation (-0.082); 3-season average minutes (-0.053); position: Midfield (-0.033); assists per 90 (-0.033)
613393,age (+0.601); league minutes (+0.188); position: Midfield (+0.105); goals per 90 (+0.055); appearances (+0.021),club squad rotation (-0.138); minutes last season (-0.130); minutes per appearance (-0.079); 3-season average minutes (-0.069); goal contributions per 90 (-0.038)
614258,age (+0.707); league context (+0.376); league minutes (+0.294); minutes per appearance (+0.112); height (+0.050),goal contributions per 90 (-0.149); 3-season average minutes (-0.046); club squad rotation (-0.036); assists per 90 (-0.033); seasons of top-5 history (-0.029)
