player_id,positive_drivers,negative_drivers
255906,league minutes (+0.169); height (+0.102); minutes per appearance (+0.086); position: Defender (+0.024); minutes consistency (+0.023),goal contributions per 90 (-0.267); club squad rotation (-0.263); gap since last season (-0.185); goals per 90 (-0.089); 3-season average minutes (-0.075)
255942,3-season average minutes (+0.187); seasons of top-5 history (+0.171); league context (+0.167); league minutes (+0.164); age (+0.151),position: Defender (-0.021); height (-0.013); change in contributions/90 (-0.008); change in assists/90 (-0.007); appearances (-0.004)
256267,league context (+0.179); height (+0.161); minutes last season (+0.109); 3-season average minutes (+0.083); league minutes (+0.078),age (-0.513); position: Defender (-0.072); position: Midfield (-0.060); minutes consistency (-0.046); minutes per appearance (-0.032)
256448,league minutes (+0.390); seasons of top-5 history (+0.267); 3-season average minutes (+0.242); minutes last season (+0.129); height (+0.124),goal contributions per 90 (-0.141); position: Midfield (-0.046); club squad rotation (-0.033); disciplinary record (-0.032); assists per 90 (-0.026)
257062,league minutes (+0.194); league context (+0.176); 3-season average minutes (+0.138); minutes last season (+0.090); goal contributions per 90 (+0.074),age (-1.017); position: Defender (-0.072); position: Midfield (-0.058); minutes per appearance (-0.048); change in contributions/90 (-0.028)
257376,seasons of top-5 history (+0.247); minutes per appearance (+0.115); height (+0.110); league context (+0.097); position: Defender (+0.033),goal contributions per 90 (-0.251); age (-0.199); minutes consistency (-0.084); minutes last season (-0.068); league minutes (-0.068)
257474,league minutes (+0.534); height (+0.259); 3-season average minutes (+0.237); minutes last season (+0.187); age (+0.097),goal contributions per 90 (-0.172); club squad rotation (-0.158); goals per 90 (-0.098); league context (-0.059); minutes consistency (-0.049)
257732,league minutes (+0.322); league context (+0.158); height (+0.146); 3-season average minutes (+0.133); minutes last season (+0.116),age (-0.373); goal contributions per 90 (-0.094); goals per 90 (-0.046); change in minutes (-0.016); position: Midfield (-0.012)
257814,league minutes (+0.306); seasons of top-5 history (+0.266); age (+0.149); height (+0.147); 3-season average minutes (+0.143),league context (-0.221); goal contributions per 90 (-0.179); goals per 90 (-0.105); position: Midfield (-0.042); 3-season average output (-0.037)
258004,league context (+0.436); seasons of top-5 history (+0.165); 3-season average minutes (+0.154); league minutes (+0.132); age (+0.120),goal contributions per 90 (-0.213); goals per 90 (-0.115); contributions/90 last season (-0.043); 3-season average output (-0.037); disciplinary record (-0.027)
258039,3-season average output (+0.124); position: Defender (+0.048); league minutes (+0.039); gap since last season (+0.020); goals/90 last season (+0.019),goal contributions per 90 (-0.285); league context (-0.257); club squad rotation (-0.068); goals per 90 (-0.064); seasons of top-5 history (-0.062)
258878,league context (+0.459); 3-season average minutes (+0.166); height (+0.154); age (+0.087); position: Defender (+0.057),league minutes (-0.225); goal contributions per 90 (-0.104); minutes per appearance (-0.090); position: Midfield (-0.061); 3-season average output (-0.039)
258889,league context (+0.421); goal contributions per 90 (+0.254); 3-season average minutes (+0.164); age (+0.163); minutes last season (+0.154),minutes consistency (-0.110); club squad rotation (-0.065); position: Defender (-0.042); position: Midfield (-0.030); change in goals/90 (-0.023)
258919,league minutes (+0.430); league context (+0.425); seasons of top-5 history (+0.164); height (+0.093); age (+0.082),goal contributions per 90 (-0.181); goals per 90 (-0.057); 3-season average output (-0.034); contributions/90 last season (-0.030); position: Midfield (-0.025)
258923,goal contributions per 90 (+0.475); league context (+0.393); seasons of top-5 history (+0.211); age (+0.143); 3-season average minutes (+0.086),league minutes (-0.210); minutes per appearance (-0.128); minutes consistency (-0.087); position: Midfield (-0.053); club squad rotation (-0.053)
258987,league minutes (+0.135); minutes last season (+0.120); league context (+0.042); gap since last season (+0.032); position: Defender (+0.028),goal contributions per 90 (-0.291); age (-0.140); 3-season average minutes (-0.081); club squad rotation (-0.071); position: Midfield (-0.049)
260827,league context (+0.350); league minutes (+0.217); seasons of top-5 history (+0.195); 3-season average minutes (+0.182); minutes last season (+0.163),goal contributions per 90 (-0.184); goals per 90 (-0.097); disciplinary record (-0.050); position: Midfield (-0.037); assists per 90 (-0.013)
261504,minutes last season (+0.159); 3-season average minutes (+0.142); club squad rotation (+0.130); age (+0.121); position: Midfield (+0.103),league context (-0.210); minutes per appearance (-0.202); league minutes (-0.197); minutes consistency (-0.069); position: Defender (-0.023)
261905,seasons of top-5 history (+0.346); position: Midfield (+0.143); 3-season average minutes (+0.116); age (+0.073); goals per 90 (+0.062),league minutes (-0.204); club squad rotation (-0.152); minutes per appearance (-0.091); league context (-0.079); height (-0.037)
262226,league context (+0.322); seasons of top-5 history (+0.248); 3-season average minutes (+0.179); minutes last season (+0.108); disciplinary record (+0.062),league minutes (-0.235); goal contributions per 90 (-0.229); goals per 90 (-0.079); minutes per appearance (-0.061); age (-0.059)
262300,league context (+0.680); position: Defender (+0.034); gap since last season (+0.025); minutes consistency (+0.019); change in minutes (+0.007),goal contributions per 90 (-0.286); league minutes (-0.246); goals per 90 (-0.089); club squad rotation (-0.087); position: Midfield (-0.043)
262396,seasons of top-5 history (+0.301); 3-season average minutes (+0.261); league context (+0.195); minutes last season (+0.178); height (+0.132),goal contributions per 90 (-0.234); goals per 90 (-0.103); league minutes (-0.100); club squad rotation (-0.092); 3-season average output (-0.045)
262523,seasons of top-5 history (+0.352); 3-season average minutes (+0.124); minutes last season (+0.117); 3-season average output (+0.108); position: Defender (+0.047),league minutes (-0.419); goal contributions per 90 (-0.173); league context (-0.100); minutes per appearance (-0.079); goals per 90 (-0.063)
262749,league minutes (+0.373); league context (+0.342); 3-season average minutes (+0.175); minutes last season (+0.117); minutes per appearance (+0.080),goal contributions per 90 (-0.177); age (-0.140); goals per 90 (-0.070); minutes consistency (-0.051); position: Midfield (-0.032)
262939,league minutes (+0.225); seasons of top-5 history (+0.205); league context (+0.130); minutes last season (+0.035); gap since last season (+0.029),age (-1.004); goal contributions per 90 (-0.165); minutes consistency (-0.132); height (-0.100); 3-season average output (-0.043)
262980,league context (+0.394); seasons of top-5 history (+0.280); league minutes (+0.148); 3-season average minutes (+0.116); minutes last season (+0.104),age (-0.309); goal contributions per 90 (-0.191); height (-0.101); goals per 90 (-0.062); minutes per appearance (-0.042)
263236,seasons of top-5 history (+0.448); age (+0.202); 3-season average minutes (+0.189); minutes last season (+0.114); height (+0.103),goal contributions per 90 (-0.227); league context (-0.227); goals per 90 (-0.106); position: Midfield (-0.027); contributions/90 last season (-0.026)
263727,seasons of top-5 history (+0.233); goal contributions per 90 (+0.138); position: Midfield (+0.137); league context (+0.092); 3-season average minutes (+0.062),age (-0.496); gap since last season (-0.235); league minutes (-0.168); minutes per appearance (-0.088); 3-season average output (-0.031)
263918,seasons of top-5 history (+0.345); 3-season average minutes (+0.146); position: Midfield (+0.127); minutes last season (+0.116); 3-season average output (+0.089),league context (-0.245); league minutes (-0.214); minutes per appearance (-0.058); assists per 90 (-0.055); height (-0.044)
264372,contributions/90 last season (+0.115); goal contributions per 90 (+0.113); age (+0.113); assists per 90 (+0.111); assists/90 last season (+0.101),height (-0.079); club squad rotation (-0.071); seasons of top-5 history (-0.064); position: Midfield (-0.058); position: Defender (-0.057)
265078,goal contributions per 90 (+0.427); assists per 90 (+0.101); age (+0.077); goals per 90 (+0.055); 3-season average output (+0.053),gap since last season (-0.317); minutes per appearance (-0.147); club squad rotation (-0.092); position: Defender (-0.058); position: Midfield (-0.052)
265088,seasons of top-5 history (+0.295); league minutes (+0.270); 3-season average minutes (+0.253); age (+0.221); minutes last season (+0.176),goal contributions per 90 (-0.100); club squad rotation (-0.050); height (-0.029); assists per 90 (-0.017); disciplinary record (-0.015)
268429,3-season average minutes (+0.177); league minutes (+0.171); position: Midfield (+0.140); age (+0.113); minutes last season (+0.096),club squad rotation (-0.179); minutes per appearance (-0.116); height (-0.065); seasons of top-5 history (-0.052); goal contributions per 90 (-0.041)
270171,league context (+0.455); age (+0.190); 3-season average minutes (+0.176); league minutes (+0.153); minutes last season (+0.139),goal contributions per 90 (-0.069); height (-0.042); minutes consistency (-0.039); club squad rotation (-0.032); goals per 90 (-0.022)
270541,goal contributions per 90 (+1.046); contributions/90 last season (+0.314); minutes per appearance (+0.188); 3-season average output (+0.174); league minutes (+0.142),league context (-0.179); 3-season average minutes (-0.047); position: Defender (-0.032); position: Midfield (-0.027); minutes consistency (-0.017)
272278,minutes last season (+0.126); age (+0.101); 3-season average minutes (+0.070); disciplinary record (+0.050); league minutes (+0.048),league context (-0.243); minutes per appearance (-0.132); goal contributions per 90 (-0.065); position: Defender (-0.062); appearances (-0.061)
272622,league context (+0.464); seasons of top-5 history (+0.263); height (+0.128); club squad rotation (+0.048); position: Defender (+0.029),league minutes (-0.262); goal contributions per 90 (-0.217); goals per 90 (-0.061); position: Midfield (-0.050); 3-season average minutes (-0.047)
272812,seasons of top-5 history (+0.146); height (+0.115); league minutes (+0.111); position: Defender (+0.032); appearances (+0.030),goal contributions per 90 (-0.288); club squad rotation (-0.188); age (-0.169); minutes last season (-0.113); league context (-0.095)
272855,league context (+0.588); goal contributions per 90 (+0.111); height (+0.110); gap since last season (+0.035); goals per 90 (+0.033),age (-0.302); league minutes (-0.290); minutes per appearance (-0.232); club squad rotation (-0.101); position: Midfield (-0.047)
273132,seasons of top-5 history (+0.252); league minutes (+0.164); goal contributions per 90 (+0.107); minutes last season (+0.102); position: Defender (+0.101),age (-0.527); club squad rotation (-0.165); minutes consistency (-0.140); height (-0.064); foot: left (-0.011)
273669,position: Midfield (+0.100); age (+0.066); goals per 90 (+0.042); disciplinary record (+0.032); minutes consistency (+0.023),league context (-0.263); minutes per appearance (-0.206); league minutes (-0.181); minutes last season (-0.091); goal contributions per 90 (-0.072)
274461,age (+0.193); league minutes (+0.166); position: Defender (+0.100); assists per 90 (+0.081); height (+0.075),league context (-0.201); minutes last season (-0.100); appearances (-0.072); 3-season average minutes (-0.052); position: Midfield (-0.040)
274839,league context (+0.390); seasons of top-5 history (+0.289); league minutes (+0.143); position: Midfield (+0.096); 3-season average minutes (+0.078),gap since last season (-0.196); goals per 90 (-0.126); club squad rotation (-0.099); goal contributions per 90 (-0.061); height (-0.060)
274862,goal contributions per 90 (+0.603); seasons of top-5 history (+0.209); league minutes (+0.163); assists/90 last season (+0.097); assists per 90 (+0.097),league context (-0.258); position: Defender (-0.059); position: Midfield (-0.058); age (-0.058); change in minutes (-0.029)
275218,league minutes (+0.368); minutes per appearance (+0.118); league context (+0.118); club squad rotation (+0.087); gap since last season (+0.025),goal contributions per 90 (-0.222); goals per 90 (-0.075); age (-0.075); 3-season average minutes (-0.058); assists per 90 (-0.049)
275303,seasons of top-5 history (+0.398); club squad rotation (+0.091); height (+0.050); position: Defender (+0.037); gap since last season (+0.028),age (-0.368); goal contributions per 90 (-0.244); league minutes (-0.112); league context (-0.066); minutes per appearance (-0.065)
277033,league context (+0.467); minutes last season (+0.064); age (+0.047); assists/90 last season (+0.033); goals per 90 (+0.032),gap since last season (-0.383); league minutes (-0.344); minutes per appearance (-0.181); 3-season average minutes (-0.078); goal contributions per 90 (-0.053)
277137,league minutes (+0.161); league context (+0.130); position: Midfield (+0.119); club squad rotation (+0.099); seasons of top-5 history (+0.038),goal contributions per 90 (-0.269); age (-0.132); minutes last season (-0.077); 3-season average minutes (-0.062); assists per 90 (-0.061)
277179,league minutes (+0.387); seasons of top-5 history (+0.270); 3-season average minutes (+0.104); 3-season average output (+0.089); minutes per appearance (+0.083),goal contributions per 90 (-0.135); minutes consistency (-0.089); minutes last season (-0.057); club squad rotation (-0.027); change in minutes (-0.027)
277384,3-season average minutes (+0.300); league minutes (+0.260); league context (+0.199); seasons of top-5 history (+0.169); minutes per appearance (+0.140),goal contributions per 90 (-0.139); 3-season average output (-0.052); age (-0.027); position: Midfield (-0.023); assists per 90 (-0.022)
278296,league minutes (+0.280); league context (+0.152); seasons of top-5 history (+0.142); minutes per appearance (+0.136); minutes last season (+0.077),age (-1.418); goal contributions per 90 (-0.170); minutes consistency (-0.065); assists per 90 (-0.038); disciplinary record (-0.023)
278359,goal contributions per 90 (+0.386); seasons of top-5 history (+0.198); 3-season average output (+0.176); league context (+0.117); minutes last season (+0.073),age (-0.871); gap since last season (-0.298); minutes per appearance (-0.120); position: Midfield (-0.047); position: Defender (-0.042)
278531,league minutes (+0.438); 3-season average minutes (+0.261); minutes last season (+0.152); height (+0.152); seasons of top-5 history (+0.151),minutes consistency (-0.108); goal contributions per 90 (-0.100); goals per 90 (-0.068); club squad rotation (-0.054); position: Midfield (-0.043)
278837,league minutes (+0.233); 3-season average minutes (+0.164); league context (+0.147); seasons of top-5 history (+0.142); minutes last season (+0.081),age (-0.692); club squad rotation (-0.137); position: Defender (-0.056); height (-0.055); position: Midfield (-0.036)
279455,goal contributions per 90 (+0.532); league context (+0.381); assists/90 last season (+0.142); age (+0.073); goals per 90 (+0.063),league minutes (-0.298); minutes per appearance (-0.153); position: Defender (-0.053); position: Midfield (-0.052); 3-season average minutes (-0.045)
280387,league minutes (+0.175); minutes per appearance (+0.125); minutes last season (+0.114); position: Midfield (+0.055); goals per 90 (+0.043),league context (-0.483); age (-0.087); goal contributions per 90 (-0.061); 3-season average minutes (-0.060); assists per 90 (-0.039)
280575,seasons of top-5 history (+0.287); 3-season average minutes (+0.195); age (+0.128); position: Midfield (+0.103); minutes last season (+0.077),goal contributions per 90 (-0.161); league context (-0.155); height (-0.073); league minutes (-0.070); minutes per appearance (-0.060)
281989,league minutes (+0.238); seasons of top-5 history (+0.164); league context (+0.129); position: Midfield (+0.109); minutes last season (+0.097),age (-0.356); height (-0.076); goal contributions per 90 (-0.053); goals per 90 (-0.034); contributions/90 last season (-0.020)
282144,minutes last season (+0.188); 3-season average minutes (+0.111); height (+0.099); change in minutes (+0.072); position: Defender (+0.027),league minutes (-0.292); club squad rotation (-0.267); goal contributions per 90 (-0.244); league context (-0.152); minutes consistency (-0.141)
282349,league minutes (+0.136); height (+0.075); minutes per appearance (+0.053); disciplinary record (+0.053); position: Defender (+0.032),gap since last season (-0.384); goal contributions per 90 (-0.239); league context (-0.092); goals per 90 (-0.072); 3-season average minutes (-0.062)
282411,league context (+0.205); seasons of top-5 history (+0.189); league minutes (+0.188); minutes last season (+0.135); club squad rotation (+0.135),age (-0.159); height (-0.083); change in goals/90 (-0.070); position: Midfield (-0.034); assists/90 last season (-0.021)
282421,league minutes (+0.188); minutes last season (+0.121); position: Midfield (+0.101); minutes consistency (+0.031); gap since last season (+0.028),club squad rotation (-0.308); goal contributions per 90 (-0.146); age (-0.145); height (-0.092); 3-season average minutes (-0.069)
282660,seasons of top-5 history (+0.243); minutes per appearance (+0.134); age (+0.129); goal contributions per 90 (+0.109); minutes last season (+0.107),league context (-0.174); height (-0.058); appearances (-0.027); position: Midfield (-0.015); change in contributions/90 (-0.010)
282810,minutes last season (+0.081); 3-season average output (+0.072); change in assists/90 (+0.033); assists/90 last season (+0.028); output consistency (+0.027),league minutes (-0.252); gap since last season (-0.184); minutes per appearance (-0.135); goal contributions per 90 (-0.095); position: Defender (-0.087)
283170,age (+0.133); minutes per appearance (+0.074); disciplinary record (+0.044); minutes consistency (+0.021); gap since last season (+0.018),league minutes (-0.325); goal contributions per 90 (-0.285); minutes last season (-0.110); goals per 90 (-0.094); 3-season average minutes (-0.088)
283497,goal contributions per 90 (+0.096); goals per 90 (+0.065); appearances (+0.027); minutes consistency (+0.023); goals/90 last season (+0.020),league minutes (-0.244); minutes per appearance (-0.234); league context (-0.231); minutes last season (-0.090); 3-season average minutes (-0.065)
283628,league context (+0.374); position: Midfield (+0.171); league minutes (+0.167); height (+0.159); 3-season average minutes (+0.158),age (-0.165); position: Defender (-0.022); assists/90 last season (-0.017); assists per 90 (-0.016); change in contributions/90 (-0.015)
283735,league minutes (+0.177); league context (+0.136); seasons of top-5 history (+0.135); goal contributions per 90 (+0.102); 3-season average minutes (+0.083),age (-0.183); position: Midfield (-0.067); position: Defender (-0.061); minutes consistency (-0.042); height (-0.031)
283994,goal contributions per 90 (+0.421); seasons of top-5 history (+0.287); height (+0.173); league minutes (+0.124); club squad rotation (+0.048),age (-0.450); league context (-0.271); position: Defender (-0.058); position: Midfield (-0.043); minutes last season (-0.041)
284010,goal contributions per 90 (+0.274); age (+0.143); league minutes (+0.129); contributions/90 last season (+0.129); assists per 90 (+0.095),league context (-0.268); minutes per appearance (-0.133); minutes last season (-0.078); position: Defender (-0.056); position: Midfield (-0.050)
284270,minutes last season (+0.130); height (+0.123); minutes per appearance (+0.110); appearances (+0.080); disciplinary record (+0.060),goal contributions per 90 (-0.277); league minutes (-0.255); league context (-0.107); goals per 90 (-0.084); 3-season average minutes (-0.058)
284595,league minutes (+0.204); seasons of top-5 history (+0.129); 3-season average minutes (+0.126); minutes last season (+0.083); assists per 90 (+0.054),age (-0.417); height (-0.123); goals per 90 (-0.085); club squad rotation (-0.052); change in assists/90 (-0.048)
284730,league context (+0.414); seasons of top-5 history (+0.237); minutes last season (+0.115); 3-season average minutes (+0.103); height (+0.066),goal contributions per 90 (-0.236); age (-0.149); goals per 90 (-0.073); 3-season average output (-0.050); position: Midfield (-0.031)
284732,seasons of top-5 history (+0.233); position: Defender (+0.081); assists per 90 (+0.063); league minutes (+0.055); 3-season average output (+0.044),league context (-0.317); age (-0.231); minutes per appearance (-0.139); minutes last season (-0.075); appearances (-0.058)
284854,seasons of top-5 history (+0.206); 3-season average minutes (+0.121); age (+0.104); position: Midfield (+0.101); league context (+0.036),goal contributions per 90 (-0.148); league minutes (-0.147); height (-0.085); minutes last season (-0.077); minutes per appearance (-0.075)
284857,league context (+0.416); age (+0.331); seasons of top-5 history (+0.269); league minutes (+0.247); 3-season average minutes (+0.154),minutes consistency (-0.077); disciplinary record (-0.043); position: Midfield (-0.033); change in minutes (-0.030); contributions/90 last season (-0.024)
284884,seasons of top-5 history (+0.190); assists per 90 (+0.179); age (+0.159); league context (+0.144); position: Midfield (+0.117),league minutes (-0.228); minutes per appearance (-0.201); minutes last season (-0.115); 3-season average minutes (-0.063); disciplinary record (-0.056)
285323,seasons of top-5 history (+0.397); position: Midfield (+0.100); 3-season average minutes (+0.084); minutes last season (+0.079); gap since last season (+0.027),league minutes (-0.205); age (-0.176); league context (-0.170); goal contributions per 90 (-0.128); height (-0.070)
285845,seasons of top-5 history (+0.319); disciplinary record (+0.085); position: Defender (+0.083); age (+0.057); league minutes (+0.043),league context (-0.242); minutes per appearance (-0.091); minutes last season (-0.064); 3-season average minutes (-0.059); height (-0.055)
286047,league context (+0.485); 3-season average minutes (+0.219); minutes last season (+0.184); height (+0.156); league minutes (+0.135),goal contributions per 90 (-0.194); goals per 90 (-0.118); club squad rotation (-0.110); position: Midfield (-0.043); 3-season average output (-0.032)
286297,seasons of top-5 history (+0.285); 3-season average minutes (+0.184); position: Midfield (+0.141); 3-season average output (+0.065); contributions/90 last season (+0.060),league minutes (-0.152); minutes per appearance (-0.085); league context (-0.048); position: Defender (-0.021); goal contributions per 90 (-0.015)
286949,seasons of top-5 history (+0.231); height (+0.078); position: Defender (+0.042); league minutes (+0.036); gap since last season (+0.033),age (-0.332); club squad rotation (-0.192); 3-season average minutes (-0.071); minutes last season (-0.071); league context (-0.070)
287920,minutes last season (+0.106); change in goals/90 (+0.033); goals/90 last season (+0.026); gap since last season (+0.021); minutes consistency (+0.018),league minutes (-0.332); league context (-0.296); minutes per appearance (-0.253); goal contributions per 90 (-0.084); 3-season average minutes (-0.071)
288225,goal contributions per 90 (+0.496); seasons of top-5 history (+0.398); age (+0.236); league minutes (+0.153); 3-season average minutes (+0.142),league context (-0.157); height (-0.051); minutes consistency (-0.050); foot: left (-0.029); position: Defender (-0.023)
288230,goal contributions per 90 (+1.465); seasons of top-5 history (+0.201); contributions/90 last season (+0.185); assists per 90 (+0.151); assists/90 last season (+0.144),minutes per appearance (-0.160); league context (-0.131); 3-season average minutes (-0.053); height (-0.038); position: Defender (-0.035)
288255,position: Midfield (+0.141); age (+0.042); goals per 90 (+0.041); minutes consistency (+0.023); gap since last season (+0.020),league minutes (-0.241); minutes per appearance (-0.128); 3-season average minutes (-0.079); minutes last season (-0.069); goal contributions per 90 (-0.043)
288318,seasons of top-5 history (+0.206); league context (+0.180); 3-season average output (+0.087); minutes last season (+0.081); club squad rotation (+0.036),age (-1.060); league minutes (-0.194); minutes per appearance (-0.139); goal contributions per 90 (-0.087); position: Defender (-0.058)
288340,goal contributions per 90 (+0.245); minutes last season (+0.096); goals per 90 (+0.069); height (+0.044); age (+0.028),minutes per appearance (-0.243); league context (-0.224); position: Midfield (-0.079); league minutes (-0.072); 3-season average minutes (-0.069)
289255,seasons of top-5 history (+0.205); 3-season average minutes (+0.146); minutes last season (+0.107); position: Defender (+0.030); gap since last season (+0.020),league minutes (-0.232); goal contributions per 90 (-0.193); goals per 90 (-0.090); club squad rotation (-0.089); height (-0.070)
289257,minutes last season (+0.133); position: Midfield (+0.116); league minutes (+0.112); goals per 90 (+0.032); minutes consistency (+0.032),age (-0.155); minutes per appearance (-0.096); height (-0.091); goal contributions per 90 (-0.083); club squad rotation (-0.083)
289432,position: Defender (+0.038); league minutes (+0.035); minutes consistency (+0.026); goals per 90 (+0.024); gap since last season (+0.021),league context (-0.317); goal contributions per 90 (-0.304); minutes last season (-0.075); 3-season average minutes (-0.063); assists per 90 (-0.046)
289446,height (+0.181); league minutes (+0.162); minutes per appearance (+0.114); goals/90 last season (+0.057); position: Defender (+0.039),age (-0.302); goal contributions per 90 (-0.225); league context (-0.099); club squad rotation (-0.091); minutes consistency (-0.082)
289592,league context (+0.398); age (+0.141); seasons of top-5 history (+0.130); 3-season average minutes (+0.088); minutes last season (+0.071),league minutes (-0.239); goal contributions per 90 (-0.196); height (-0.097); assists per 90 (-0.070); minutes per appearance (-0.059)
289835,goal contributions per 90 (+0.429); league minutes (+0.157); club squad rotation (+0.152); age (+0.114); minutes last season (+0.096),league context (-0.220); change in assists/90 (-0.028); contributions/90 last season (-0.025); seasons of top-5 history (-0.021); position: Defender (-0.019)
290017,seasons of top-5 history (+0.143); height (+0.121); 3-season average minutes (+0.108); minutes last season (+0.098); league minutes (+0.057),age (-0.434); club squad rotation (-0.181); league context (-0.075); minutes per appearance (-0.071); position: Midfield (-0.058)
290249,seasons of top-5 history (+0.279); 3-season average minutes (+0.170); league minutes (+0.163); league context (+0.120); position: Midfield (+0.106),gap since last season (-0.182); age (-0.110); minutes consistency (-0.100); minutes last season (-0.071); assists per 90 (-0.062)
290273,goal contributions per 90 (+0.167); position: Defender (+0.093); assists per 90 (+0.092); league context (+0.079); goals per 90 (+0.044),gap since last season (-0.317); league minutes (-0.241); minutes per appearance (-0.184); 3-season average minutes (-0.063); position: Midfield (-0.047)
290537,height (+0.091); minutes per appearance (+0.086); disciplinary record (+0.060); minutes consistency (+0.029); gap since last season (+0.026),goal contributions per 90 (-0.309); club squad rotation (-0.241); league minutes (-0.165); goals per 90 (-0.107); age (-0.097)
290587,seasons of top-5 history (+0.224); league minutes (+0.141); minutes last season (+0.138); position: Midfield (+0.102); 3-season average minutes (+0.089),league context (-0.297); age (-0.171); goal contributions per 90 (-0.137); height (-0.048); appearances (-0.030)
291200,seasons of top-5 history (+0.318); league minutes (+0.178); height (+0.097); minutes per appearance (+0.081); disciplinary record (+0.044),league context (-0.266); goal contributions per 90 (-0.206); minutes consistency (-0.077); goals per 90 (-0.067); age (-0.060)
291417,seasons of top-5 history (+0.343); position: Defender (+0.030); minutes consistency (+0.026); league context (+0.026); gap since last season (+0.024),league minutes (-0.293); goal contributions per 90 (-0.241); age (-0.142); height (-0.080); goals per 90 (-0.059)
292139,league context (+0.539); goal contributions per 90 (+0.095); position: Midfield (+0.082); height (+0.046); goals per 90 (+0.041),league minutes (-0.346); minutes per appearance (-0.190); club squad rotation (-0.103); assists per 90 (-0.059); minutes last season (-0.055)
292534,league minutes (+0.346); height (+0.121); minutes per appearance (+0.117); age (+0.067); position: Defender (+0.035),goal contributions per 90 (-0.198); league context (-0.073); position: Midfield (-0.069); 3-season average minutes (-0.061); minutes last season (-0.054)
292808,league context (+0.351); league minutes (+0.244); 3-season average minutes (+0.221); age (+0.185); height (+0.097),gap since last season (-0.269); goal contributions per 90 (-0.227); club squad rotation (-0.105); 3-season average output (-0.036); goals per 90 (-0.035)
293194,3-season average minutes (+0.173); age (+0.107); minutes last season (+0.097); assists/90 last season (+0.071); seasons of top-5 history (+0.070),league minutes (-0.305); goal contributions per 90 (-0.259); gap since last season (-0.188); club squad rotation (-0.181); league context (-0.104)
293200,3-season average minutes (+0.203); minutes last season (+0.164); league minutes (+0.157); age (+0.137); goal contributions per 90 (+0.111),club squad rotation (-0.181); height (-0.059); seasons of top-5 history (-0.048); assists/90 last season (-0.023); position: Defender (-0.022)
293385,goal contributions per 90 (+0.994); age (+0.148); league context (+0.146); assists per 90 (+0.138); assists/90 last season (+0.097),league minutes (-0.343); minutes per appearance (-0.116); height (-0.047); minutes last season (-0.039); minutes consistency (-0.034)
294057,goal contributions per 90 (+0.850); league context (+0.351); seasons of top-5 history (+0.192); position: Midfield (+0.119); age (+0.113),minutes per appearance (-0.056); club squad rotation (-0.048); position: Defender (-0.017); disciplinary record (-0.011); change in contributions/90 (-0.009)
295183,3-season average minutes (+0.172); seasons of top-5 history (+0.156); position: Midfield (+0.147); goal contributions per 90 (+0.091); goals per 90 (+0.043),league minutes (-0.204); minutes per appearance (-0.187); height (-0.062); minutes consistency (-0.043); club squad rotation (-0.024)
295630,league minutes (+0.176); minutes per appearance (+0.120); position: Defender (+0.030); minutes consistency (+0.015),gap since last season (-0.365); age (-0.195); league context (-0.131); goal contributions per 90 (-0.083); height (-0.064)
296397,seasons of top-5 history (+0.362); age (+0.185); position: Midfield (+0.096); club squad rotation (+0.058); change in assists/90 (+0.047),league minutes (-0.353); league context (-0.200); minutes per appearance (-0.197); goal contributions per 90 (-0.140); minutes last season (-0.092)
296428,age (+0.136); league minutes (+0.131); height (+0.094); minutes per appearance (+0.052); minutes consistency (+0.022),goal contributions per 90 (-0.261); league context (-0.159); minutes last season (-0.116); goals per 90 (-0.094); position: Midfield (-0.065)
296622,goal contributions per 90 (+0.719); league context (+0.354); contributions/90 last season (+0.215); seasons of top-5 history (+0.172); 3-season average output (+0.148),league minutes (-0.167); minutes per appearance (-0.085); minutes last season (-0.077); 3-season average minutes (-0.073); foot: left (-0.043)
297583,age (+0.270); goal contributions per 90 (+0.095); position: Midfield (+0.084); appearances (+0.065); minutes last season (+0.035),gap since last season (-0.266); league minutes (-0.227); minutes per appearance (-0.156); league context (-0.127); 3-season average minutes (-0.076)
298197,league minutes (+0.313); minutes last season (+0.155); minutes per appearance (+0.096); league context (+0.058); minutes consistency (+0.029),goal contributions per 90 (-0.238); 3-season average minutes (-0.090); club squad rotation (-0.089); goals per 90 (-0.072); position: Midfield (-0.045)
298477,assists per 90 (+0.117); goal contributions per 90 (+0.096); contributions/90 last season (+0.078); seasons of top-5 history (+0.049); 3-season average output (+0.039),club squad rotation (-0.202); minutes per appearance (-0.169); minutes last season (-0.091); age (-0.079); position: Defender (-0.060)
298583,minutes last season (+0.057); age (+0.053); 3-season average minutes (+0.049); goals/90 last season (+0.039); position: Defender (+0.039),club squad rotation (-0.308); goal contributions per 90 (-0.291); league minutes (-0.105); league context (-0.094); seasons of top-5 history (-0.072)
298976,seasons of top-5 history (+0.300); goal contributions per 90 (+0.256); 3-season average minutes (+0.118); minutes last season (+0.116); contributions/90 last season (+0.104),league minutes (-0.239); minutes per appearance (-0.178); minutes consistency (-0.090); position: Midfield (-0.052); height (-0.041)
300168,seasons of top-5 history (+0.344); league context (+0.125); position: Midfield (+0.090); height (+0.084); gap since last season (+0.030),age (-0.758); league minutes (-0.397); goal contributions per 90 (-0.161); minutes per appearance (-0.142); club squad rotation (-0.062)
