player_id,name,season,position,league,club_name,age,minutes,games,goal_contributions_per90,market_value_eur,log_market_value,calib_resid_all,exit_prob,exit,next_minutes,pred_eur,mispricing_ratio,exit_prob_challenger
251876,Pablo Maffeo,2024,Defender,Spain - LaLiga,RCD Mallorca,27.47433264887064,2375,30,0.0757894736842105,5000000.0,15.424948470398377,-1.0334754697462123,0.32798358867666527,0,2672.0,13749275.989998147,2.7498551979996293,0.35129883877158086
251878,Aarón Martín,2024,Defender,Italy - Serie A,Genoa CFC,27.696098562628336,3088,36,0.233160621761658,6500000.0,15.687312734865866,-0.5512891534090261,0.15434847232236068,0,2161.0,11153779.098642131,1.7159660151757126,0.1636375005069709
253677,Tyrone Mings,2024,Defender,England - Premier League,Aston Villa,31.805612594113622,1121,14,0.0,5000000.0,15.424948470398377,0.37566228276346303,0.46597558752722806,0,1323.0,3539550.6010267916,0.7079101202053584,0.5101117220077797
255488,Yeray Álvarez,2024,Defender,Spain - LaLiga,Athletic Bilbao,29.93839835728953,1781,21,0.0505334081976417,7000000.0,15.761420707019589,0.34567665791394164,0.31305291444902666,1,514.0,5056010.111942338,0.7222871588489054,0.32976646551462685
255508,Iñaki Williams,2024,Attack,Spain - LaLiga,Athletic Bilbao,30.548939082819988,2653,35,0.4749340369393139,15000000.0,16.523560759066484,-0.1254502186313564,0.11056827469454125,0,2168.0,16471835.505843343,1.0981223670562228,0.15951223747624127
255788,Cameron Burgess,2024,Defender,England - Premier League,Ipswich Town,29.19917864476386,1540,18,0.1168831168831168,2000000.0,14.50865773852422,-1.233556528040011,0.6986273020696891,1,0.0,6931212.26831046,3.4656061341552302,0.6045905021004588
255838,Patrick Ciurria,2024,Midfield,Italy - Serie A,AC Monza,29.894592744695416,1107,21,0.1626016260162601,1500000.0,14.22097566607244,-1.0124179371532334,0.7364114725003665,1,0.0,4235388.485132981,2.8235923234219875,0.6577291289208719
255901,Rodrigo De Paul,2024,Midfield,Spain - LaLiga,Atlético de Madrid,30.60917180013689,2112,34,0.3409090909090909,25000000.0,17.034386382832476,0.7472807040425948,0.11482727652195517,1,0.0,11681623.919388764,0.4672649567755505,0.1621911042101597
255906,Scott McKenna,2024,Defender,Spain - LaLiga,UD Las Palmas,28.136892539356605,2467,29,0.0,4000000.0,15.201804919084164,0.26776308648773783,0.2644838323574537,1,0.0,3162335.7197950333,0.7905839299487584,0.23470818164086174
255942,Nicolò Barella,2024,Midfield,Italy - Serie A,Inter Milan,27.89869952087611,2498,33,0.3242594075260208,75000000.0,18.132998671500584,0.6412642150787589,0.040146307135977326,0,2533.0,36331883.78326649,0.4844251171102199,0.05839319901798542
256267,Vedat Muriqi,2024,Attack,Spain - LaLiga,RCD Mallorca,30.691307323750856,2067,29,0.3918722786647315,5000000.0,15.424948470398377,-0.500433927100874,0.3540772089990364,0,3137.0,8265806.4158047605,1.6531612831609521,0.39870149423796086
256448,Gianluca Mancini,2024,Defender,Italy - Serie A,Associazione Sportiva Roma,28.709103353867214,3144,37,0.0858778625954198,15000000.0,16.523560759066484,-0.6234706921923809,0.07353515638132875,0,3066.0,26328481.11414121,1.7552320742760807,0.13102318731485452
257062,Álvaro García,2024,Attack,Spain - LaLiga,Rayo Vallecano,32.18069815195072,2565,36,0.3157894736842105,2000000.0,14.50865773852422,-0.9651178188330287,0.3796653433897423,0,2108.0,5348427.01067632,2.6742135053381597,0.40701884467144434
257376,Domingos Duarte,2024,Defender,Spain - LaLiga,Getafe CF,29.815195071868583,1861,22,0.0483610961848468,800000.0,13.592367006650065,-1.9580634202072869,0.7318968842928213,0,2929.0,5760190.077071842,7.200237596339802,0.7028803865994939
257474,Vanja Milinković-Savić,2024,Goalkeeper,Italy - Serie A,Torino FC,27.863107460643395,3330,37,0.0,16000000.0,16.588099280204055,-0.12343369866579534,0.07946230208410773,0,2430.0,17475069.579916418,1.0921918487447762,0.11022993907028121
257732,Amir Rrahmani,2024,Defender,Italy - Serie A,SSC Napoli,30.85284052019165,3407,38,0.1056648077487525,12000000.0,16.300417207752275,-0.37653366985676096,0.07268857817500106,0,1800.0,16912987.55303233,1.409415629419361,0.12134287855074444
257814,Gregor Kobel,2024,Goalkeeper,Germany - Bundesliga,Borussia Dortmund,27.071868583162217,2880,32,0.0,40000000.0,17.50439001207821,1.0433860768271281,0.05659994023775281,0,3060.0,13783004.774175834,0.34457511935439583,0.06760362633415216
258004,Rúben Dias,2024,Defender,England - Premier League,Manchester City,27.63586584531143,2269,27,0.0,65000000.0,17.98989782785991,1.2290442315393753,0.07939445203472893,0,2140.0,18308489.84590514,0.28166907455238677,0.05882652413265563
258039,Aurélio Buta,2024,Defender,France - Ligue 1,Stade Reims,27.89048596851472,1977,27,0.0455235204855842,5000000.0,15.424948470398377,0.34392654108605303,0.32590005104569175,1,141.0,3650941.65851457,0.730188331702914,0.4082728092733488
258878,Tosin Adarabioyo,2024,Defender,England - Premier League,Chelsea FC,27.27173169062286,1405,22,0.1281138790035587,20000000.0,16.811242831518264,0.4809913316984975,0.31410003705482753,1,789.0,12171671.06321196,0.6085835531605981,0.3008179262820392
258889,Dominic Solanke,2024,Attack,England - Premier League,Tottenham Hotspur,27.299110198494184,2206,27,0.4895738893925657,40000000.0,17.50439001207821,0.22908564399533282,0.13357294661936703,0,1001.0,29687771.81501094,0.7421942953752735,0.12260432589763014
258919,Dean Henderson,2024,Goalkeeper,England - Premier League,Crystal Palace,27.80835044490076,3420,38,0.0,20000000.0,16.811242831518264,0.022600973544353753,0.1364521387249342,0,3330.0,18795079.20468575,0.9397539602342876,0.11904939511770345
258923,Marcus Rashford,2024,Attack,England - Premier League,Manchester United,27.17043121149897,1426,25,0.6311360448807853,50000000.0,17.72753356339242,0.9301724277990058,0.19718555023304815,0,1762.0,18950354.196877886,0.3790070839375577,0.20552120403869367
258987,Carl Starfelt,2024,Defender,Spain - LaLiga,Celta de Vigo,29.587953456536617,2271,28,0.0396301188903566,6000000.0,15.60727002719233,0.2636845503629326,0.22615340169225234,0,1492.0,4714174.325647468,0.7856957209412446,0.323669435364531
260827,Joachim Andersen,2024,Defender,England - Premier League,Fulham FC,28.588637919233403,2674,30,0.0,27000000.0,17.111347423968603,0.09970971032154519,0.09956359397741146,0,2877.0,23186865.084245596,0.858772780897985,0.09554419871791767
261504,Aleix García,2024,Midfield,Germany - Bundesliga,Bayer 04 Leverkusen,27.512662559890487,1452,28,0.4338842975206611,20000000.0,16.811242831518264,0.6770494116330221,0.14844436235312392,0,2676.0,10095575.059491629,0.5047787529745814,0.27043623951175316
261905,Suat Serdar,2024,Midfield,Italy - Serie A,Hellas Verona,27.72621492128679,1379,22,0.2610587382160986,4500000.0,15.319587954740548,-0.6698594423213113,0.4521986267429458,0,1109.0,8789581.89412833,1.9532404209174066,0.3913884024587021
262226,Timothy Castagne,2024,Defender,England - Premier League,Fulham FC,29.07597535934292,1643,24,0.0547778454047474,13000000.0,16.38045991542581,0.3431022602895184,0.30989630776766736,0,1842.0,9202393.09390157,0.7078763918385824,0.4109684364739839
262300,Ryan Manning,2024,Defender,England - Premier League,Southampton FC,28.550308008213552,1468,24,0.0613079019073569,3000000.0,14.914122846632385,-0.6913613069615772,0.6708710616400972,1,0.0,6074913.985067531,2.0249713283558437,0.5445543822162389
262396,Unai Simón,2024,Goalkeeper,Spain - LaLiga,Athletic Bilbao,27.55920602327173,1890,21,0.0,28000000.0,17.14771506813948,0.48628508250227487,0.12570559550348143,0,3330.0,16666513.599984452,0.5952326285708733,0.11687678570552744
262523,Davide Calabria,2024,Defender,Italy - Serie A,Bologna Football Club 1909,28.07118412046544,947,18,0.0950369588173178,4500000.0,15.319587954740548,-0.42378796698709786,0.5290629258988649,1,0.0,6938971.24293239,1.541993609540531,0.4899548874874101
262749,David Raya,2024,Goalkeeper,England - Premier League,Arsenal FC,29.297741273100616,3420,38,0.0,40000000.0,17.50439001207821,0.9701166318817727,0.06548732839673818,0,3330.0,14775444.92678984,0.369386123169746,0.061430984910632924
262939,Johan Mojica,2024,Defender,Spain - LaLiga,RCD Mallorca,32.36413415468857,2753,36,0.0980748274609517,2000000.0,14.50865773852422,-0.31944736338280766,0.33760440666924524,0,2726.0,2850480.7149234554,1.4252403574617276,0.25543124606084006
262980,Jefferson Lerma,2024,Midfield,England - Premier League,Crystal Palace,30.187542778918548,2277,33,0.0395256916996047,10000000.0,16.11809565095832,-0.1080937118388352,0.3078578711381327,0,1724.0,11022498.414577706,1.1022498414577706,0.24002589506763877
263236,Kevin Danso,2024,Defender,France - Ligue 1,RC Lens,26.286105407255302,1923,22,0.0,25000000.0,17.034386382832476,0.4739126918907264,0.11281299001640828,0,1491.0,15147054.573718723,0.605882182948749,0.18366540343757332
263727,Joan Jordán,2024,Midfield,Spain - LaLiga,Deportivo Alavés,30.49144421629021,1414,25,0.4455445544554455,2500000.0,14.73180128983843,-0.6832062050350487,0.4905969378895039,1,22.0,5052401.178090523,2.0209604712362093,0.4556268472894893
263918,Aleksandr Golovin,2024,Midfield,France - Ligue 1,AS Monaco,28.591375770020534,1153,19,0.2341717259323504,20000000.0,16.811242831518264,0.5043430478479167,0.28721503568110557,0,1661.0,11903996.260240767,0.5951998130120384,0.4778666289659294
264372,Viktor Tsygankov,2024,Attack,Spain - LaLiga,Girona FC,27.129363449692,1921,27,0.3279541905257678,18000000.0,16.70588231586044,0.2622936491055885,0.2287166191632376,0,2642.0,13556895.006031016,0.7531608336683898,0.27214328479292366
265078,Patrick Cutrone,2024,Attack,Italy - Serie A,Como 1907,26.99520876112252,2056,33,0.5252918287937743,6000000.0,15.60727002719233,-0.22803683424135146,0.3155759866483446,1,894.0,7580742.38601687,1.263457064336145,0.3220903460804716
265088,Manuel Locatelli,2024,Midfield,Italy - Serie A,Juventus FC,26.981519507186857,2833,36,0.1270737733851041,30000000.0,17.216707939626428,0.039371479099395534,0.06608585395978073,0,3005.0,27086833.078120276,0.9028944359373425,0.0566007809802711
268429,Sandi Lovrić,2024,Midfield,Italy - Serie A,Udinese Calcio,26.765229295003422,2328,36,0.2319587628865979,8500000.0,15.955576721460544,-0.24768341942450078,0.21075606354908852,1,519.0,10783956.920993764,1.2687008142345604,0.21824934535900722
270171,Vitaly Janelt,2024,Midfield,England - Premier League,Brentford FC,26.647501711156742,2267,32,0.1588001764446404,20000000.0,16.811242831518264,-0.030560168529063514,0.17216203719970158,0,1437.0,19761523.99139749,0.9880761995698745,0.130518194034757
270541,Serhou Guirassy,2024,Attack,Germany - Bundesliga,Borussia Dortmund,28.80766598220397,2602,30,0.8647194465795541,45000000.0,17.622173047734595,-0.2815775508048788,0.07603638443750846,0,2351.0,53246520.27330759,1.183256006073502,0.06910824623262798
272278,Chris Führich,2024,Attack,Germany - Bundesliga,VfB Stuttgart,26.978781656399725,1987,33,0.2717664821338701,15000000.0,16.523560759066484,0.7831357659695066,0.1979290204926246,0,1706.0,6919277.899807718,0.4612851933205145,0.2125899209329367
272622,Issa Diop,2024,Defender,England - Premier League,Fulham FC,27.978097193702943,1335,21,0.0,14000000.0,16.454567887579532,0.5098466876176007,0.42708484148194154,1,814.0,8420606.404062388,0.6014718860044563,0.3904989154950833
272812,Kingsley Ehizibue,2024,Defender,Italy - Serie A,Udinese Calcio,29.607118412046542,2510,33,0.0358565737051792,2400000.0,14.690979295318174,-0.40477907183724904,0.40378659932615385,0,1810.0,3703825.819134275,1.5432607579726145,0.4622577292992326
272855,Paul Onuachu,2024,Attack,England - Premier League,Southampton FC,30.598220396988363,1045,25,0.430622009569378,6000000.0,15.60727002719233,0.04918149563081364,0.650436305122985,1,0.0,5802993.264874368,0.967165544145728,0.5985020274687624
273132,Robin Gosens,2024,Defender,Italy - Serie A,ACF Fiorentina,30.494182067077343,2617,33,0.3439052350019105,8000000.0,15.89495209964411,-0.07778402915352922,0.1698001483127197,0,1893.0,8649903.141796814,1.0812378927246018,0.19741142068722153
273669,Adrian Beck,2024,Midfield,Germany - Bundesliga,1. Fußballclub Heidenheim 1846,27.564681724846,1597,32,0.2817783343769568,2000000.0,14.50865773852422,-0.5605225623408367,0.5722230464584036,1,860.0,3608982.364103265,1.8044911820516325,0.4921321511667536
274461,Felix Passlack,2024,Defender,Germany - Bundesliga,VfL Bochum,26.595482546201232,2345,31,0.2686567164179104,2000000.0,14.50865773852422,-1.6240643494534908,0.441692215477973,1,0.0,10081388.95060347,5.040694475301735,0.7520844448100298
274839,Wilfred Ndidi,2024,Midfield,England - Premier League,Leicester City,28.04380561259412,2337,28,0.1925545571245186,15000000.0,16.523560759066484,0.2284307799981069,0.2185047848528544,1,0.0,11771276.296693675,0.7847517531129117,0.13622059583786542
274862,Moses Simon,2024,Attack,France - Ligue 1,FC Nantes,29.475701574264203,2625,32,0.6171428571428571,12000000.0,16.300417207752275,-0.6973593155770141,0.15862521550667533,0,2021.0,22886770.70308932,1.9072308919241099,0.18844742967300268
275218,Augusto Batalla,2024,Goalkeeper,Spain - LaLiga,Rayo Vallecano,28.673511293634498,2880,32,0.0,6000000.0,15.60727002719233,-0.21281048061050534,0.2537394475307078,0,3060.0,7470569.315793709,1.2450948859656181,0.20922947109929318
275303,Hans Hateboer,2024,Defender,France - Ligue 1,Stade Rennais FC,30.978781656399725,1680,26,0.0,2500000.0,14.73180128983843,-0.5356125185468184,0.5619040499584467,1,762.0,4377885.348994793,1.7511541395979173,0.46497600109490045
277033,David Brooks,2024,Attack,England - Premier League,AFC Bournemouth,27.485284052019164,948,29,0.189873417721519,10000000.0,16.11809565095832,0.8236065301652125,0.5655314232097509,0,1199.0,4494637.895496734,0.4494637895496734,0.3782708139896988
277137,Renato Tapia,2024,Midfield,Spain - LaLiga,CD Leganés,29.43189596167009,2428,34,0.0370675453047775,2000000.0,14.50865773852422,-1.0500198997675074,0.45176245523412517,1,0.0,5806298.810953886,2.903149405476943,0.5081780208406657
277179,Angeliño,2024,Defender,Italy - Serie A,Associazione Sportiva Roma,27.991786447638603,3179,38,0.1132431582258571,20000000.0,16.811242831518264,0.14598645072028305,0.09430799609627775,1,419.0,16726948.444837127,0.8363474222418563,0.10829259921838992
277384,Martin Valjent,2024,Defender,Spain - LaLiga,RCD Mallorca,29.05954825462012,2765,31,0.0976491862567811,6000000.0,15.60727002719233,-1.38020396426108,0.18580258487025256,0,3309.0,22666189.98006544,3.7776983300109066,0.25238930482035954
278296,Antonio Raíllo,2024,Defender,Spain - LaLiga,RCD Mallorca,33.23477070499658,3209,36,0.0560922405733873,1800000.0,14.403297222866392,-0.7922208240264634,0.27544166245562807,0,2070.0,4082082.9597197506,2.2678238665109727,0.5066702602699229
278359,Borja Iglesias,2024,Attack,Spain - LaLiga,Celta de Vigo,31.956194387405887,1964,37,0.6415478615071283,3000000.0,14.914122846632385,-0.6259464092764238,0.43451779296803783,0,1902.0,5702770.523849357,1.9009235079497857,0.30023896258714045
278531,Sebastiano Luperto,2024,Defender,Italy - Serie A,Cagliari Calcio,28.32032854209445,3240,36,0.1111111111111111,4000000.0,15.201804919084164,-1.6706463435019874,0.16042255213533466,0,3017.0,20340648.108457476,5.085162027114369,0.2608531904797783
278837,Luis Rioja,2024,Attack,Spain - LaLiga,Valencia CF,31.21149897330596,2868,37,0.2510460251046025,2000000.0,14.50865773852422,-1.1933955834660073,0.3538907235559278,0,2636.0,6668130.265015562,3.334065132507781,0.4532083732969223
279455,Harry Wilson,2024,Attack,England - Premier League,Fulham FC,27.78097193702943,1159,25,0.6212251941328731,15000000.0,16.523560759066484,-0.07115302712579119,0.4600600852264841,0,2694.0,15646524.438578298,1.0431016292385533,0.44425885021104217
280387,Vincent Sierro,2024,Midfield,France - Ligue 1,FC Toulouse,29.234770704996578,2410,29,0.2240663900414937,4000000.0,15.201804919084164,-0.3269712307430641,0.26415839893368875,1,0.0,5640824.72098501,1.4102061802462527,0.238020960040601
280575,Elvis Rexhbecaj,2024,Midfield,Germany - Bundesliga,FC Augsburg,27.16769336071184,1792,27,0.1004464285714285,3500000.0,15.068273526459642,-0.9987687328702548,0.4228908864624661,0,1109.0,9467631.243000062,2.7050374980000176,0.3681026135516971
281989,Luis Milla,2024,Midfield,Spain - LaLiga,Getafe CF,30.236824093086927,2878,33,0.1563585823488533,3500000.0,15.068273526459642,-1.0751680366203735,0.24668780140425933,0,3277.0,10185191.439441664,2.9100546969833325,0.20240230481777483
282144,Marin Pongracic,2024,Defender,Italy - Serie A,ACF Fiorentina,27.307323750855577,1368,20,0.0,10000000.0,16.11809565095832,1.3130493013708904,0.26738987813050225,0,2918.0,2786702.141078533,0.2786702141078533,0.42918179312813826
282349,Timo Becker,2024,Defender,Germany - Bundesliga,Holstein Kiel,27.77275838466804,2446,30,0.0735895339329517,1500000.0,14.22097566607244,-0.8486086767406826,0.4249176431423737,1,0.0,3610406.2235362683,2.4069374823575123,0.5485174667795153
282411,Marcos Llorente,2024,Defender,Spain - LaLiga,Atlético de Madrid,29.92197125256673,2513,33,0.2148826104257859,25000000.0,17.034386382832476,0.30223204674049864,0.08577531360574414,0,2184.0,17818907.58669261,0.7127563034677044,0.12136043857794869
282421,Javi Muñoz,2024,Midfield,Spain - LaLiga,UD Las Palmas,29.842573579739906,2589,35,0.1390498261877172,2000000.0,14.50865773852422,-0.884085614617252,0.3518243067272398,1,545.0,4944495.015352863,2.4722475076764314,0.4475723961709229
282660,Maximilian Mittelstädt,2024,Defender,Germany - Bundesliga,VfB Stuttgart,27.79192334017796,2476,31,0.327140549273021,20000000.0,16.811242831518264,0.12776337921467773,0.09156836014711663,0,2189.0,17017725.989676103,0.8508862994838051,0.10492838779494135
282810,Carles Pérez,2024,Attack,Spain - LaLiga,Getafe CF,26.874743326488705,1430,27,0.1888111888111888,2000000.0,14.50865773852422,-0.44474909278103425,0.6726024644383078,1,0.0,3222846.959695012,1.611423479847506,0.5612451211782428
283170,Iñaki Peña,2024,Goalkeeper,Spain - LaLiga,FC Barcelona,25.83709787816564,1395,16,0.0,8000000.0,15.89495209964411,1.0325709261878782,0.4038219781553138,0,1440.0,2947934.3310251595,0.3684917913781449,0.41094103700440293
283497,Mathias Honsak,2024,Attack,Germany - Bundesliga,1. Fußballclub Heidenheim 1846,28.032854209445585,1176,22,0.4591836734693877,2000000.0,14.50865773852422,-0.532963514228582,0.6400427406373712,0,1249.0,3513149.9529531663,1.7565749764765832,0.5841151210467981
283628,Tomáš Souček,2024,Midfield,England - Premier League,West Ham United,29.84531143052704,2571,35,0.3850641773628938,18000000.0,16.70588231586044,-0.4429066012750682,0.13412408324423902,0,2199.0,26371885.83170944,1.4651047684283023,0.12420349214361512
283735,Mattia Zaccagni,2024,Attack,Italy - Serie A,Società Sportiva Lazio S.p.A.,29.54688569472964,2707,34,0.4654599187292205,20000000.0,16.811242831518264,0.4226534859909181,0.10788254374487537,0,2114.0,12866413.314590745,0.6433206657295373,0.09033142948265846
283994,Ludovic Ajorque,2024,Attack,France - Ligue 1,Stade Brestois 29,30.85010266940452,2506,31,0.5746209098164405,4000000.0,15.201804919084164,-0.9404334950337527,0.322753655776886,0,2824.0,10173488.739100588,2.543372184775147,0.1815597888373726
284010,Robin Hack,2024,Attack,Germany - Bundesliga,Borussia Mönchengladbach,26.349075975359344,2188,33,0.4936014625228519,12000000.0,16.300417207752275,0.2826007865173268,0.21350613367954077,1,317.0,9031775.265678748,0.7526479388065623,0.1572395456944419
284270,Moritz Nicolas,2024,Goalkeeper,Germany - Bundesliga,Borussia Mönchengladbach,27.19780971937029,1640,19,0.0,5000000.0,15.424948470398377,-0.05008653275581443,0.4173073957353874,0,3060.0,5354953.441958973,1.0709906883917946,0.48987476270305785
284595,Tommaso Augello,2024,Defender,Italy - Serie A,Cagliari Calcio,30.340862422997947,2715,38,0.2320441988950276,1800000.0,14.403297222866392,-1.2320975384180946,0.3141323106228038,1,0.0,6252899.8044333635,3.473833224685202,0.46338474846043143
284730,Manuel Akanji,2024,Defender,England - Premier League,Manchester City,29.45653661875428,2014,26,0.0,28000000.0,17.14771506813948,0.7767767617233248,0.16156338802173384,0,2820.0,12652208.354840234,0.45186458410143693,0.09759642569161142
284732,Ramy Bensebaini,2024,Defender,Germany - Bundesliga,Borussia Dortmund,29.71389459274469,2023,31,0.3114186851211072,7000000.0,15.761420707019589,0.44940029896856437,0.25762978967045735,0,1528.0,4571855.677194078,0.653122239599154,0.29661574659860257
284854,Carles Aleñá,2024,Midfield,Spain - LaLiga,Deportivo Alavés,26.989733059548254,1549,24,0.1162040025823111,2500000.0,14.73180128983843,-1.0469810565961994,0.6161854958446394,0,1997.0,7179583.293511604,2.8718333174046418,0.4984303698302924
284857,Marc Cucurella,2024,Defender,England - Premier League,Chelsea FC,26.4476386036961,2992,36,0.2105614973262032,35000000.0,17.37085861945369,0.10069064521441073,0.08999554315394839,0,2710.0,29545525.421764463,0.8441578691932704,0.05216313789410975
284884,Óscar Rodríguez,2024,Midfield,Spain - LaLiga,CD Leganés,26.51334702258727,1323,29,0.3401360544217687,2000000.0,14.50865773852422,-1.543094279597756,0.669579788251315,1,0.0,9330087.956443895,4.665043978221948,0.6434008282893269
285323,Baptiste Santamaria,2024,Midfield,France - Ligue 1,OGC Nice,29.817932922655714,1411,23,0.1275690999291283,7000000.0,15.761420707019589,0.16171835255428135,0.3740051640763747,1,743.0,6041085.6734396545,0.8630122390628078,0.4586430404360501
285845,Ainsley Maitland-Niles,2024,Defender,France - Ligue 1,Olympique Lyon,27.342915811088297,1976,32,0.2277327935222672,12000000.0,16.300417207752275,0.28508633439696496,0.21353966695591683,0,2486.0,9010296.884268448,0.7508580736890373,0.24696237452118483
286047,Guglielmo Vicario,2024,Goalkeeper,England - Premier League,Tottenham Hotspur,28.23545516769336,2160,24,0.0,32000000.0,17.281246460764002,0.5560459079374245,0.14666418553544916,0,2790.0,17702226.791261356,0.5531945872269174,0.08477149126750698
286297,Lorenzo Pellegrini,2024,Midfield,Italy - Serie A,Associazione Sportiva Roma,28.53661875427789,1633,25,0.2204531537048377,9000000.0,16.012735135300492,-0.38272367221924286,0.35849798226752544,0,1476.0,12950734.834952034,1.4389705372168926,0.3012652838552283
286949,Adam Masina,2024,Defender,Italy - Serie A,Torino FC,30.99794661190965,1918,28,0.1876955161626694,1500000.0,14.22097566607244,-0.9175679512560184,0.5520479465272163,1,232.0,3861653.917050747,2.574435944700498,0.5346940304716257
287920,Tim Skarke,2024,Attack,Germany - Bundesliga,1.FC Union Berlin,28.317590691307323,1155,33,0.1558441558441558,2000000.0,14.50865773852422,-0.04316590659531272,0.6748255045165703,1,607.0,2171993.1415225775,1.0859965707612889,0.6669941506394339
288225,Ludovic Blas,2024,Midfield,France - Ligue 1,Stade Rennais FC,27.00342231348392,2302,29,0.5864465682015638,18000000.0,16.70588231586044,-0.8290957682883109,0.14050012734347853,0,1542.0,37824260.17581008,2.1013477875450044,0.14280161504611716
288230,Ousmane Dembélé,2024,Attack,France - Ligue 1,Paris Saint-Germain,27.633127994524298,1736,29,1.5034562211981568,90000000.0,18.31532022829454,0.08349645327072652,0.04759615286830039,0,1063.0,72041003.3169106,0.8004555924101178,0.08804887662490876
288255,Donny van de Beek,2024,Midfield,Spain - LaLiga,Girona FC,27.707049965776864,1424,26,0.2528089887640449,5000000.0,15.424948470398377,0.052411379493586985,0.43260819653864524,1,41.0,4848518.190309924,0.9697036380619848,0.4387134831761827
288318,Adrián Embarba,2024,Attack,Spain - LaLiga,Rayo Vallecano,32.65434633812457,1607,35,0.1120099564405725,1200000.0,13.997832114758229,-0.8444456820219979,0.7163818933726409,1,0.0,2890387.945640457,2.4086566213670473,0.6385909200670182
288340,Phillip Tietz,2024,Attack,Germany - Bundesliga,FC Augsburg,27.48254620123204,1685,34,0.4807121661721068,5000000.0,15.424948470398377,-0.03856388340517869,0.34923363812799646,0,1809.0,5295532.783580461,1.0591065567160922,0.4168249600694877
289255,Andoni Gorosabel,2024,Defender,Spain - LaLiga,Athletic Bilbao,28.410677618069816,1490,20,0.1208053691275167,5000000.0,15.424948470398377,0.04917390928243437,0.31361883691434583,0,1358.0,4863772.037109278,0.9727544074218556,0.325490283294128
289257,Jon Guridi,2024,Midfield,Spain - LaLiga,Deportivo Alavés,29.842573579739906,2097,33,0.1716738197424892,3000000.0,14.914122846632385,-0.6123570869570765,0.37092257249063865,0,1240.0,5628310.194096836,1.8761033980322788,0.30706080463036656
289432,Dylan Batubinsika,2024,Defender,France - Ligue 1,AS Saint-Étienne,28.878850102669404,2017,25,0.0446207238472979,1200000.0,13.997832114758229,-0.9267961463969141,0.5698948325446064,1,0.0,3133323.6169535904,2.611103014127992,0.6967488899113755
289446,Yerry Mina,2024,Defender,Italy - Serie A,Cagliari Calcio,30.275154004106778,2576,31,0.0349378881987577,3000000.0,14.914122846632385,-0.5431207019040216,0.34815277450128573,0,2153.0,5263477.139061426,1.754492379687142,0.29953080879391414
289592,Orel Mangala,2024,Midfield,England - Premier League,Everton FC,26.792607802874745,1329,20,0.0677200902934537,18000000.0,16.70588231586044,0.5270361282557716,0.3510264029561345,1,416.0,10535527.638201334,0.5853070910111852,0.37004258468658907
289835,Jens Stage,2024,Midfield,Germany - Bundesliga,SV Werder Bremen,28.147843942505133,2210,28,0.6108597285067873,14000000.0,16.454567887579532,-0.3952576179455649,0.11136098422002957,0,2468.0,19911535.748715527,1.4222525534796806,0.14886520871722028
290017,Hassane Kamara,2024,Defender,Italy - Serie A,Udinese Calcio,30.82819986310746,2007,30,0.2242152466367712,3500000.0,15.068273526459642,-0.44814247759683257,0.319178628123991,0,1869.0,5573781.090192628,1.5925088829121794,0.34701517902753143
290249,Mauro Arambarri,2024,Midfield,Spain - LaLiga,Getafe CF,29.256673511293634,2664,35,0.3378378378378378,12000000.0,16.300417207752275,0.1657507909044571,0.15832798863880304,0,3255.0,10100139.695931371,0.8416783079942809,0.22218682938518727
290273,Álvaro Tejero,2024,Defender,Spain - LaLiga,RCD Espanyol Barcelona,28.4517453798768,1234,28,0.3646677471636953,1800000.0,14.403297222866392,-0.8538335415887306,0.6087985207902441,1,0.0,4334325.970630767,2.407958872572648,0.5151039170779271
290537,Jean Butez,2024,Goalkeeper,Italy - Serie A,Como 1907,29.56878850102669,1665,19,0.0,3500000.0,15.068273526459642,0.3330021764693134,0.5161425491115693,0,3420.0,2602101.025765877,0.7434574359331078,0.4493682280076126
290587,Ellyes Skhiri,2024,Midfield,Germany - Bundesliga,Eintracht Frankfurt,29.648186173853524,2234,30,0.1208594449418084,7500000.0,15.83041357850654,-0.05069313048948665,0.2423118225111248,0,1442.0,7921815.7591792755,1.0562421012239034,0.2379379418214101
291200,Moussa Niakhaté,2024,Defender,France - Ligue 1,Olympique Lyon,28.8186173853525,2725,31,0.0,15000000.0,16.523560759066484,0.6728908618318266,0.13191921869670603,0,2758.0,7693516.817001091,0.5129011211334061,0.17014364885536729
291417,Ferland Mendy,2024,Defender,Spain - LaLiga,Real Madrid,29.56878850102669,1007,14,0.0893743793445878,14000000.0,16.454567887579532,1.2530212833064902,0.2709443460969645,1,206.0,4106115.3879468325,0.2932939562819166,0.4192868866074713
292139,Sammie Szmodics,2024,Midfield,England - Premier League,Ipswich Town,29.27310061601643,1002,20,0.3592814371257485,10000000.0,16.11809565095832,0.3120201362058852,0.5142702770799419,1,0.0,7370619.085832507,0.7370619085832507,0.4946260532459517
292534,Eric Smith,2024,Defender,Germany - Bundesliga,FC St. Pauli,27.980835044490075,2828,32,0.0636492220650636,5000000.0,15.424948470398377,-0.46582302043274915,0.1965744920173616,0,2314.0,7995687.110960426,1.599137422192085,0.1897857005825655
292808,Wout Faes,2024,Defender,England - Premier League,Leicester City,26.748802190280628,2812,34,0.0320056899004267,15000000.0,16.523560759066484,0.16590962132165554,0.11760380594924397,0,1141.0,12493269.846885137,0.8328846564590091,0.08225188231504149
