player_id,name,position,league,club_name,age,minutes,goal_contributions_per90,market_value_eur,pred_eur,mispricing_ratio,residual,calibrated_residual,seg_unc
451906,David Nemeth,Defender,Germany - Bundesliga,FC St. Pauli,23.79192334017796,2142,0.042016806722689,4000000.0,7038402.587918609,1.7596006469796523,-0.5650868781780005,-0.5363416367134539,0.4233984470101193
251303,Johannes Eggestein,Attack,Germany - Bundesliga,FC St. Pauli,26.652977412731005,1867,0.337439742903053,2500000.0,4566272.3659058185,1.8265089463623276,-0.60240646533172,-0.5349813191534503,0.4301634824676839
392881,Antonio Candela,Defender,Italy - Serie A,Venezia FC,24.68172484599589,1922,0.0468262226847034,1800000.0,3350962.019924189,1.8616455666245493,-0.6214608098360319,-0.5290489607254945,0.393297256701782
346567,Luca Pellegrini,Defender,Italy - Serie A,Società Sportiva Lazio S.p.A.,25.82340862422998,1058,0.5103969754253308,3000000.0,5358740.994753265,1.7862469982510882,-0.5801167697852794,-0.5264891654904915,0.393297256701782
709372,Carlos Romero,Defender,Spain - LaLiga,RCD Espanyol Barcelona,23.17590691307324,2555,0.1056751467710371,5000000.0,8548266.576200308,1.7096533152400617,-0.5362906103344152,-0.5263394116191131,0.4716122906083466
337092,Tim Siersleben,Defender,Germany - Bundesliga,1. Fußballclub Heidenheim 1846,24.815879534565365,1182,0.0,2000000.0,3678854.017982568,1.839427008991284,-0.6094541149663932,-0.5243450525652125,0.4233984470101193
603940,Marvin Park,Defender,Spain - LaLiga,UD Las Palmas,24.49828884325804,1029,0.0,1200000.0,2280517.096560259,1.900430913800216,-0.6420806571948585,-0.5217084535753758,0.4716122906083466
848509,Jackson Tchatchoua,Defender,Italy - Serie A,Hellas Verona,23.299110198494184,3170,0.1419558359621451,8000000.0,12943436.409174772,1.6179295511468466,-0.4811472769880343,-0.5142601505927136,0.393297256701782
624942,Raúl Moro,Attack,Spain - LaLiga,Real Valladolid CF,22.07529089664613,2346,0.3452685421994885,7500000.0,12073181.900475362,1.6097575867300482,-0.4760836004115667,-0.5016914206394736,0.37904911067644154
322655,Flavius Daniliuc,Defender,Italy - Serie A,Hellas Verona,23.68240930869268,1003,0.0,2700000.0,4742583.177926403,1.75651228812089,-0.5633301884982433,-0.4991174364885922,0.393297256701782
855015,Farès Chaïbi,Midfield,Germany - Bundesliga,Eintracht Frankfurt,22.094455852156056,1008,0.3571428571428571,9000000.0,14019733.666320745,1.5577481851467492,-0.4432413073936914,-0.4851063129197273,0.3189398516478032
461843,Juan Berrocal,Defender,Spain - LaLiga,Getafe CF,25.905544147843944,1061,0.0,1500000.0,2709599.2885526503,1.8063995257017669,-0.591335651847773,-0.48306193060095715,0.4716122906083466
434224,Maxence Lacroix,Defender,England - Premier League,Crystal Palace,24.739219712525667,3119,0.0577108047451106,25000000.0,34759843.92501257,1.390393757000503,-0.3295869854444717,-0.48139573126081986,0.4268281384923291
334221,Amos Pieper,Defender,Germany - Bundesliga,SV Werder Bremen,26.95687885010267,1500,0.0,3500000.0,5874076.035034993,1.6783074385814265,-0.5177858085341907,-0.4723441921379139,0.4233984470101193
953901,Santiago Mouriño,Defender,Spain - LaLiga,Deportivo Alavés,22.882956878850106,1848,0.0487012987012987,3000000.0,5090940.947997142,1.6969803159990473,-0.528850386891385,-0.470737735703016,0.4716122906083466
406973,Moritz Broschinski,Attack,Germany - Bundesliga,VfL Bochum,24.27378507871321,1385,0.259927797833935,2000000.0,3500266.064121004,1.7501330320605022,-0.5596918033664622,-0.47066470353841083,0.4301634824676839
573775,Hugo Duro,Attack,Spain - LaLiga,Valencia CF,25.144421629021217,2172,0.580110497237569,14000000.0,20362939.951941345,1.4544957108529533,-0.3746592500680243,-0.4593925780575638,0.37904911067644154
625202,Lautaro Valenti,Defender,Italy - Serie A,Parma Calcio 1913,25.965776865160848,1557,0.0578034682080924,1500000.0,2640835.2252719603,1.7605568168479735,-0.565630132223685,-0.45550851493567057,0.393297256701782
596153,Justin Njinmah,Attack,Germany - Bundesliga,SV Werder Bremen,24.128678986995208,945,0.6666666666666666,7000000.0,10832647.38119074,1.5475210544558202,-0.4366543309482402,-0.45079619267166854,0.4301634824676839
787151,Lukas Ullrich,Defender,Germany - Bundesliga,Borussia Mönchengladbach,20.79671457905544,1918,0.140771637122002,8000000.0,12216329.382208437,1.527041172776055,-0.4233319890531231,-0.45020282354094165,0.4233984470101193
525299,Miguel Gutiérrez,Defender,Spain - LaLiga,Girona FC,23.43326488706365,2464,0.2191558441558441,20000000.0,27726026.98676537,1.3863013493382683,-0.3266393008995756,-0.44927514968571747,0.4716122906083466
337333,Alex Král,Midfield,Spain - LaLiga,RCD Espanyol Barcelona,26.622861054072555,2711,0.0331980818886019,6000000.0,9373744.14295992,1.5622906904933198,-0.4461531355709578,-0.4454243052106681,0.4461770408809116
330659,Justin Kluivert,Midfield,England - Premier League,AFC Bournemouth,25.661875427789184,2356,0.6876061120543294,35000000.0,45123056.24350634,1.2892301783858957,-0.2540452792997314,-0.4410034102417617,0.3167842881045617
395522,Samuel Essende,Attack,Germany - Bundesliga,FC Augsburg,26.94045174537988,1646,0.5467800729040098,4500000.0,7175161.142643191,1.594480253920709,-0.4665478235221876,-0.43962426629623264,0.4301634824676839
371371,Marash Kumbulla,Defender,Spain - LaLiga,RCD Espanyol Barcelona,24.89801505817933,2976,0.0907258064516128,7500000.0,11361490.707751185,1.5148654277001576,-0.4153266084154587,-0.4344754458868669,0.4716122906083466
672803,Bertuğ Yıldırım,Attack,Spain - LaLiga,Getafe CF,22.47501711156742,1087,0.0827966881324747,2000000.0,3382927.6832200945,1.6914638416100474,-0.5255943324863761,-0.4339158938000278,0.37904911067644154
357498,Dušan Vlahović,Attack,Italy - Serie A,Juventus FC,24.928131416837783,1784,0.7062780269058295,35000000.0,44740815.89670529,1.2783090256201513,-0.2455381308100719,-0.4313252539850623,0.4547213607799616
450050,Jean-Ricner Bellegarde,Midfield,England - Premier League,Wolverhampton Wanderers,26.5160848733744,1684,0.4809976247030879,18000000.0,24812205.499223243,1.378455861067958,-0.3209639314318693,-0.42970893958259193,0.3167842881045617
