player_id,name,position,league,club_name,age,minutes,goal_contributions_per90,market_value_eur,pred_eur,mispricing_ratio,residual,segment_uncertainty
388125,Stanko Juric,Midfield,Spain - LaLiga,Real Valladolid CF,28.37782340862423,1735,0.0,1200000.0,3000729.2918984015,2.500607743248668,-0.9165337996302618,0.4461770408809116
706024,Marko Ivezic,Defender,Germany - Bundesliga,Holstein Kiel,23.082819986310746,1655,0.0,2000000.0,4989624.417568711,2.494812208784355,-0.9142134593504778,0.4233984470101193
243760,Álex Muñoz,Defender,Spain - LaLiga,UD Las Palmas,30.42573579739904,1420,0.1901408450704225,1000000.0,2493984.106636518,2.493984106636518,-0.9138814745978117,0.47161229060834664
481084,Marcos André,Attack,Spain - LaLiga,Real Valladolid CF,28.199863107460644,1193,0.2263202011735121,1000000.0,2493295.701911351,2.493295701911351,-0.913605410388076,0.37904911067644154
527425,Luke Woolfenden,Defender,England - Premier League,Ipswich Town,26.19849418206708,1187,0.0,2000000.0,4968902.588878369,2.4844512944391846,-0.9100518281003946,0.42682813849232915
282421,Javi Muñoz,Midfield,Spain - LaLiga,UD Las Palmas,29.842573579739906,2589,0.1390498261877172,2000000.0,4944495.015352863,2.4722475076764314,-0.9051276590478992,0.4461770408809116
346499,Danel Sinani,Midfield,Germany - Bundesliga,FC St. Pauli,27.742642026009584,1253,0.2154828411811652,1500000.0,3687217.0380324125,2.4581446920216083,-0.8994068751646207,0.31893985164780325
129444,David López,Defender,Spain - LaLiga,Girona FC,35.23066392881588,2431,0.0740436034553681,1000000.0,2448013.4685999295,2.4480134685999295,-0.895276866514001,0.47161229060834664
485965,Nicolas Cozza,Defender,France - Ligue 1,FC Nantes,25.98220396988364,2051,0.0877620672842516,3500000.0,8499627.323699916,2.4284649496285473,-0.887259349769117,0.5725140793154493
488755,Jakov Medic,Defender,Germany - Bundesliga,VfL Bochum,26.31895961670089,1604,0.0561097256857855,2000000.0,4842812.94436597,2.421406472182985,-0.8843485581973969,0.4233984470101193
195488,Paulo Gazzaniga,Goalkeeper,Spain - LaLiga,Girona FC,32.99931553730322,3195,0.0,2500000.0,6049163.191400775,2.41966527656031,-0.8836292151311813,0.5636986910783222
634131,Aimar Oroz,Midfield,Spain - LaLiga,CA Osasuna,23.096509240246405,2983,0.2715387194099899,15000000.0,36287164.87409894,2.4191443249399294,-0.8834138929072068,0.4461770408809116
61841,Adam Smith,Defender,England - Premier League,AFC Bournemouth,33.67830253251198,1595,0.0,750000.0,1807452.8451090513,2.4099371268120686,-0.8796006587025307,0.42682813849232915
288318,Adrián Embarba,Attack,Spain - LaLiga,Rayo Vallecano,32.65434633812457,1607,0.1120099564405725,1200000.0,2890387.945640457,2.4086566213670473,-0.8790691735672063,0.37904911067644154
